query,seendate,title,domain,language,sourcecountry,url,url_mobile,socialimage
"""Ukraine"" ""energy infrastructure""",20260426T200000Z,Підготовка до зими : Шмигаь озвучив необхідну суму,ua.korrespondent.net,Ukrainian,Ukraine,https://ua.korrespondent.net/ukraine/4874071-pidhotovka-do-zymy-shmyha-ozvuchyv-neobkhidnu-sumu,https://ua.korrespondent.net/amp/4874071-pidhotovka-do-zymy-shmyha-ozvuchyv-neobkhidnu-sumu,https://kor.ill.in.ua/m/1260x900/4415663.jpg
"""Ukraine"" ""energy infrastructure""",20260426T124500Z,Домбровскіс про кредит для України : Наша мета - здійснити перший транш якомога швидше,ukrinform.ua,Ukrainian,Ukraine,https://www.ukrinform.ua/rubric-economy/4116773-dombrovskis-pro-kredit-dla-ukraini-nasa-meta-zdijsniti-persij-trans-akomoga-svidse.html,https://www.ukrinform.ua/amp/rubric-economy/4116773-dombrovskis-pro-kredit-dla-ukraini-nasa-meta-zdijsniti-persij-trans-akomoga-svidse.html,https://static.ukrinform.com/photos/2026_02/thumb_files/630_360_1771859625-147.png
Ukrzaliznytsia,20260425T001500Z,Укрзализныця увеличивает количество женских вагонов в поездах с 1 мая,24tv.ua,Russian,Ukraine,https://24tv.ua/ru/ukrzaliznycja-uvelichivaet-kolichestvo-zhenskih-vagonov-poezdah_n3055713,https://24tv.ua/ru/ukrzaliznycja-uvelichivaet-kolichestvo-zhenskih-vagonov-poezdah_n3055713/amp,https://24tv.ua/resources/photos/news/202604/3055713.jpg?v=1777042970000
"""Ukraine"" ""energy infrastructure""",20260424T131500Z,Міненерго заявляє про нові знеструмлення через удари РФ у 5 областях,radiosvoboda.org,Ukrainian,Ukraine,https://www.radiosvoboda.org/a/news-minenerho-znestrumlennia/33741519.html,https://www.radiosvoboda.org/amp/news-minenerho-znestrumlennia/33741519.html,https://gdb.rferl.org/9316daca-0804-4cbb-27e2-08de3be37656_w1200_h630.jpg
"""Ukraine"" ""energy infrastructure""",20260424T090000Z,Супутникове фото нафтоперекачувальної станції Горький після атаки українських БПЛА – наслідки,war.obozrevatel.com,Ukrainian,Ukraine,https://war.obozrevatel.com/ukr/spalahnula-pozhezha-zyavilos-suputnikove-foto-naftoperekachuvalnoi-stantsii-gorkij-pislya-ataki-ukrainskih-bpla.htm,https://war.obozrevatel.com/ukr/spalahnula-pozhezha-zyavilos-suputnikove-foto-naftoperekachuvalnoi-stantsii-gorkij-pislya-ataki-ukrainskih-bpla/amp.htm,
"""Ukraine"" ""Shahed""",20260424T081500Z,Ukraine Soviet - Era  Shahed Hunter  Plane Launches Interceptor Drones,businessinsider.com,English,United States,https://www.businessinsider.com/ukraines-soviet-era-shahed-hunter-plane-launches-interceptor-drones-2026-4,,https://i.insider.com/69eafad73fecbb42897a385d?&format=jpeg
"""Ukraine"" ""energy infrastructure""",20260424T080000Z,Спутниковое фото нефтеперекачивающей станции Горький после атаки украинских БПЛА – последствия,war.obozrevatel.com,Russian,Ukraine,https://war.obozrevatel.com/vspyihnul-pozhar-poyavilos-sputnikovoe-foto-nefteperekachivayuschej-stantsii-gorkij-posle-ataki-ukrainskih-bpla.htm,https://war.obozrevatel.com/vspyihnul-pozhar-poyavilos-sputnikovoe-foto-nefteperekachivayuschej-stantsii-gorkij-posle-ataki-ukrainskih-bpla/amp.htm,
"""Ukraine"" ""energy infrastructure""",20260424T070000Z,"Karas Ukrainoje . Rusijos dronai smogė Odesai – du žmonės žuvo , apgadinti pastatai",lrt.lt,Lithuanian,Lithuania,https://www.lrt.lt/naujienos/pasaulyje/6/2908004/karas-ukrainoje-rusijos-dronai-smoge-odesai-du-zmones-zuvo-apgadinti-pastatai,,https://www.lrt.lt/img/2026/04/24/2374967-731604-1287x836.jpg
"""Ukraine"" ""Shahed""",20260424T063000Z,সৌদি আরবসহ তিন দেশের সঙ্গে নিরাপত্তা চুক্তি ইউক্রেনের,jugantor.com,Bengali,Bangladesh,https://www.jugantor.com/international/1093183,,https://cdn.jugantor.com/assets/news_photos/2026/04/24/social-thumbnail/zeelenesky-69eb05eaa3ae4.jpg
"""Ukraine"" ""Shahed""",20260423T221500Z,"In first , Ukrainian unmanned vessel launches interceptor to knock out Shahed drone",militarytimes.com,English,United States,https://www.militarytimes.com/industry/techwatch/2026/04/23/in-first-ukrainian-unmanned-vessel-launches-interceptor-to-knock-out-shahed-drone/,,https://www.armytimes.com/resizer/v2/SC3EOSX7HRAAPANQMTEVIRGSBE.JPG?&auth=d83d93b5cc38655ebd862d7cf4a2933680b54944d367c40dc98ba9bc28ccdc16
"""Ukraine"" ""Shahed""",20260423T211500Z,"In first , Ukrainian unmanned vessel launches interceptor to knock out Shahed drone",defensenews.com,English,United States,https://www.defensenews.com/industry/techwatch/2026/04/23/in-first-ukrainian-unmanned-vessel-launches-interceptor-to-knock-out-shahed-drone/,,https://www.armytimes.com/resizer/v2/SC3EOSX7HRAAPANQMTEVIRGSBE.JPG?&auth=d83d93b5cc38655ebd862d7cf4a2933680b54944d367c40dc98ba9bc28ccdc16
"""Ukraine"" ""energy infrastructure""",20260423T171500Z,На севере Украины из - за аварии свет пропал у 152 тысяч абонентов,ria.ru,Russian,Russia,https://ria.ru/20260423/ukraina-2088625576.html,,https://cdnn21.img.ria.ru/images/sharing/article/2088625576.jpg
Ukrzaliznytsia,20260423T154500Z,Дешевые билеты на Укрзалізницю - что такое госзаказ и как он действует в Украине,obozrevatel.com,Russian,Ukraine,https://www.obozrevatel.com/ekonomika-glavnaya/economy/bolee-5-millionov-deshevyih-poezdok-ukrzaliznitsej-za-3-mesyatsa-kak-dejstvuet-goszakaz-v-poezdah.htm,https://www.obozrevatel.com/ekonomika-glavnaya/economy/bolee-5-millionov-deshevyih-poezdok-ukrzaliznitsej-za-3-mesyatsa-kak-dejstvuet-goszakaz-v-poezdah/amp.htm,
Ukrzaliznytsia,20260423T150000Z,РФ ударила по Кривому Рогу 23 апреля - поврежден вокзал - что известно,war.obozrevatel.com,Russian,Ukraine,https://war.obozrevatel.com/vrag-udaril-po-udaril-po-zheleznodorozhnoj-infrastrukture-krivogo-roga-povrezhden-vokzal.htm,https://war.obozrevatel.com/vrag-udaril-po-udaril-po-zheleznodorozhnoj-infrastrukture-krivogo-roga-povrezhden-vokzal/amp.htm,
"""Ukraine"" ""energy infrastructure""",20260423T120000Z,Russia losses from Ukrainian energy strikes already in tens of billions of dollars – Zelenskyy,en.interfax.com.ua,English,Ukraine,https://en.interfax.com.ua/news/economic/1161693.html,https://en.interfax.com.ua/news/economic/1161693-amp.html,https://media.interfax.com.ua/media/thumbs/images/2023/01/AxrRx1mhdfq8.jpg
"""Ukraine"" ""energy infrastructure""",20260423T094500Z,EU close to approving €90 billion loan for Ukraine,gazetaexpress.com,English,Kosovo,https://www.gazetaexpress.com/en/EU-moves-towards-approval-of-90-billion-loan-for-Ukraine/,,https://www.gazetaexpress.com/wp-content/uploads/2026/04/p063189-275442-scaled-e1770191811443-d33bbd1b.jpeg
Ukrzaliznytsia,20260423T090000Z,Атака Шахедов РФ : под Житомиром погибла женщина на железной дороге детали,focus.ua,Russian,Ukraine,https://focus.ua/voennye-novosti/751700-ataka-shahedov-rf-pod-zhitomirom-pogibla-zhenshchina-na-zheleznoy-doroge-detali,https://focus.ua/amp/voennye-novosti/751700-ataka-shahedov-rf-pod-zhitomirom-pogibla-zhenshchina-na-zheleznoy-doroge-detali,
"""Ukraine"" ""energy infrastructure""",20260423T074500Z,В некоторых украинских областях частично пропал свет,ria.ru,Russian,Russia,https://ria.ru/20260423/ukraina-2088492988.html,,https://cdnn21.img.ria.ru/images/sharing/article/2088492988.jpg
"""Ukraine"" ""Shahed""",20260423T074500Z,"The future of air power is autonomous , and the U . S . is not in the lead : aircraft developer Merlin Labs",cnbc.com,English,United States,https://www.cnbc.com/2026/04/23/the-future-of-air-power-is-autonomous-and-the-us-is-not-in-the-lead-aircraft-developer-merlin-labs.html,https://www.cnbc.com/amp/2026/04/23/the-future-of-air-power-is-autonomous-and-the-us-is-not-in-the-lead-aircraft-developer-merlin-labs.html,https://image.cnbcfm.com/api/v1/image/108281817-1774294512109-US_LUCAS_drone_251123-D-D0477-1031.jpg?v=1774294643
"""Ukraine"" ""energy infrastructure""",20260422T143000Z,Ukraine is countering the impact of the war in Iran by attacking Russian energy facilities,theconversation.com,English,Australia,https://theconversation.com/ukraine-is-countering-the-impact-of-the-war-in-iran-by-attacking-russian-energy-facilities-280204,,https://images.theconversation.com/files/731448/original/file-20260421-57-c0qf14.jpg?ixlib=rb-4.1.0&rect=0%2C1408%2C8432%2C4216&q=45&auto=format&fit=crop
Ukrzaliznytsia,20260422T120000Z,Укрзализныця показала фото новых детских вагонов,gazeta.ua,Russian,Ukraine,https://gazeta.ua/ru/articles/economics/_ukrzaliznycya-pokazala-foto-novyh-detskih-vagonov/1248803,,https://static.gazeta.ua/img2/cache/preview/1248/1248803_w_450.jpg?v=0
"""Ukraine"" ""energy infrastructure""",20260421T193000Z,Україна завершила ремонт пошкодженої рашистами ділянки нафтопроводу  Дружба  ,bagnet.org,Ukrainian,Ukraine,https://www.bagnet.org/news/politics/1397456/ukrayina-zavershila-remont-poshkodzhenoyi-rashistami-dilyanki-naftoprovodu-druzhba,,https://www.bagnet.org/storage/17/14/08/23/729_486_69e7b2f07d0d6.jpg
Ukrzaliznytsia,20260421T184500Z,ДТП поезд Перемышль - Киев - какие последствия аварии - ДТП поезд Перемышль,24tv.ua,Russian,Ukraine,https://24tv.ua/lviv/ru/dtp-poezd-peremyshl-kiev-kakie-posledstvija-avarii-dtp-poezd-peremyshl-kiev_n3053533,https://24tv.ua/lviv/ru/dtp-poezd-peremyshl-kiev-kakie-posledstvija-avarii-dtp-poezd-peremyshl-kiev_n3053533/amp,https://24tv.ua/resources/photos/news/202604/3053533.jpg?v=1776795515000
"""Ukraine"" ""energy infrastructure""",20260421T063000Z,"Мельник в ООН відкинув звинувачення РФ та заявив про її військові втрати , кризу армії й співучасть з Іраном",interfax.com.ua,Ukrainian,Ukraine,https://interfax.com.ua/news/general/1160878.html,https://interfax.com.ua/news/general/1160878-amp.html,https://media.interfax.com.ua/media/thumbs/images/2021/02/meeoTI6sFS8o.jpg
"""Ukraine"" ""Shahed""",20260420T124500Z,Ukrainian Defense Ministry advisor injured in Russian drone attack,albawaba.com,English,Israel,https://www.albawaba.com/news/ukrainian-defense-ministry-advisor-1625853,,https://www.albawaba.com/sites/default/files/styles/default/public/2026-04/678230562_26438555875786113_6279956817303153993_n_20260420-084600.jpg?itok=IGbYmjhF
"""Ukraine"" ""Shahed""",20260420T071500Z,Russia Targets Ukrainian Cities in Hours - Long Drone Assault Overnight,kyivpost.com,English,Ukraine,https://www.kyivpost.com/post/74284,,https://static.kyivpost.com/storage/2026/04/20/13ac9b678a41edec2bb26627898ef3d1.jpeg?&q=90&f=jpg
"""Ukraine"" ""energy infrastructure""",20260419T163000Z,Відключення електроенергії в Україні : позитивний прогноз від Міненерго,newsoboz.org,Ukrainian,Ukraine,https://newsoboz.org/vidklyuchennya-elektroenergiyi-v-ukrayini-pozytyvnyj-prognoz-vid-minenergo/,https://newsoboz.org/vidklyuchennya-elektroenergiyi-v-ukrayini-pozytyvnyj-prognoz-vid-minenergo/?amp=1,https://newsoboz.org/wp-content/uploads/2024/12/znimok-ekrana-2024-12-05-o-14.00.18.png
"""Ukraine"" ""energy infrastructure""",20260419T101500Z,Новости СВО 19 апреля : удары Российской армии по объектам Украины,iz.ru,Russian,Russia,https://iz.ru/2081704/2026-04-19/armiia-rossii-nanesla-udary-po-ispolzuemym-vsu-obektam-energetiki-ukrainy,https://iz.ru/export/google/amp/2081704,http://cdn.iz.ru/sites/default/files/styles/900x506/public/news-2026-04/RIA_8835670.HR%20%282%29.jpg?itok=5eLwks3V
"""Ukraine"" ""energy infrastructure""",20260419T064500Z,Πόλεμος στην Ουκρανία : 16χρονος νεκρός σε επίθεση στο Τσερνίχιβ,inewsgr.com,Greek,Greece,https://www.inewsgr.com/184/polemos-stin-oukrania-16chronos-nekros-se-epithesi-sto-tsernichiv.htm,https://www.inewsgr.com/184/polemos-stin-oukrania-16chronos-nekros-se-epithesi-sto-tsernichiv.htm.amp,https://images32.inewsgr.com/5915/59155687/1.jpg
Ukrzaliznytsia,20260419T004500Z,Столкновение Интерсити+ и тепловоза в Винницкой области - какая предварительная причина,24tv.ua,Russian,Ukraine,https://24tv.ua/ru/stolknovenie-intersiti-i-teplovoza-v-vinnickoj-oblasti-kakaja-predvaritelnaja-prichina_n3051698,https://24tv.ua/ru/stolknovenie-intersiti-i-teplovoza-v-vinnickoj-oblasti-kakaja-predvaritelnaja-prichina_n3051698/amp,https://24tv.ua/resources/photos/news/202604/3051698.jpg?v=1776543060000
Ukrzaliznytsia,20260418T150000Z,Укрзализныця вводит динамические цены на билеты : что это значит,gazeta.ua,Russian,Ukraine,https://gazeta.ua/ru/articles/economics/_ukrzaliznycya-vvodit-dinamicheskie-ceny-na-bilety-chto-eto-znachit/1248544,,https://static.gazeta.ua/img2/cache/preview/1248/1248544_w_450.jpg?v=0
Ukrzaliznytsia,20260418T144500Z,"Новости Украины в Винницкой области столкнулись два поезда , что известно",glavred.info,Russian,Ukraine,https://glavred.info/ukraine/v-vinnickoy-oblasti-stolknulis-dva-poezda-chto-izvestno-o-sudbe-pochti-600-passazhirov-10757720.html,https://glavred.info/ukraine/amp-v-vinnickoy-oblasti-stolknulis-dva-poezda-chto-izvestno-o-sudbe-pochti-600-passazhirov-10757720.html,https://images.glavred.info/2026_04/thumb_files/600x420/1776517068-9357.jpg
Ukrzaliznytsia,20260418T131500Z,Укрзалізниця анонсировала изменения стоимости билетов в люксовых вагонах,korrespondent.net,Russian,Ukraine,https://korrespondent.net/business/companies/4872034-ukrzaliznytsia-anonsyrovala-yzmenenyia-stoymosty-byletov-v-luiksovykh-vahonakh,https://korrespondent.net/amp/4872034-ukrzaliznytsia-anonsyrovala-yzmenenyia-stoymosty-byletov-v-luiksovykh-vahonakh,https://kor.ill.in.ua/m/1260x900/4408140.jpg
Ukrzaliznytsia,20260418T114500Z,Svyrydenko discusses Ukraine investment  wish list  for priority sectors with IFC in Washington,en.interfax.com.ua,English,Ukraine,https://en.interfax.com.ua/news/general/1160337.html,https://en.interfax.com.ua/news/general/1160337-amp.html,https://media.interfax.com.ua/media/thumbs/images/2026/04/dvjuy/Ny_m6xhBySm9.jpg
Ukrzaliznytsia,20260418T113000Z,Динамическое ценообразование - что изменится в тарифах Укрзализныци с 25 апреля,24tv.ua,Russian,Ukraine,https://24tv.ua/economy/ru/dinamicheskoe-cenoobrazovanie-chto-izmenitsja-v-tarifah-ukrzaliznyci-s-25-aprelja_n3051434,https://24tv.ua/economy/ru/dinamicheskoe-cenoobrazovanie-chto-izmenitsja-v-tarifah-ukrzaliznyci-s-25-aprelja_n3051434/amp,https://24tv.ua/resources/photos/news/202604/3051434.jpg?v=1776504596000
Ukrzaliznytsia,20260418T073000Z,"Атака на Черниговщину 18 апреля - какие последствия , будет ли свет и какая задержка поездов",24tv.ua,Russian,Ukraine,https://24tv.ua/ru/ataka-chernigovshhinu-18-aprelja-kakie-posledstvija-budet-li_n3051312,https://24tv.ua/ru/ataka-chernigovshhinu-18-aprelja-kakie-posledstvija-budet-li_n3051312/amp,https://24tv.ua/resources/photos/news/202604/3051312.jpg?v=1776485177000
"""Ukraine"" ""Shahed""",20260416T211500Z,"Russia is Perfecting This Formidable Drone Rapidly . It Puts the U . S . in Greater Peril in Iran , an Expert Says . ",popularmechanics.com,English,United States,https://www.popularmechanics.com/military/weapons/a71029032/shahed-drone-upgrades-russia/,,"https://hips.hearstapps.com/hmg-prod/images/0ccc8586-ff11-4b27-9ec3-52a3b055444d.jpeg?crop=1xw:0.833302903049xh;center,top"
"""Ukraine"" ""energy infrastructure""",20260416T200000Z,Kritik noktalar hedef alındı ! Rusyadan Ukraynaya yeni saldırı,yeniakit.com.tr,Turkish,Turkey,https://www.yeniakit.com.tr/haber/kritik-noktalar-hedef-alindi-rusyadan-ukraynaya-yeni-saldiri-1996008.html,https://m.yeniakit.com.tr/amp/haber/1996008/kritik-noktalar-hedef-alindi-rusyadan-ukraynaya-yeni-saldiri,"https://cdn.yeniakit.com.tr/cdn-cgi/image/format=webp,quality=85/images/news/425/kritik-noktalar-hedef-alindi-rusyadan-ukraynaya-yeni-saldiri-2h1776366885-7d608d.jpg"
"""Ukraine"" ""energy infrastructure""",20260416T111500Z,Βυθισμένη στο σκοτάδι η νότια Ουκρανία - Ζημιές σε ενεργειακές υποδομές,bankingnews.gr,Greek,Greece,https://www.bankingnews.gr/diethni/articles/868932/vythismeni-sto-skotadi-i-notia-oukrania-zimies-se-energeiakes-ypodomes%20title=,,https://www.bankingnews.gr/media/k2/items/cache/92b5a27d556131741a3a27a2ac2edf7c_XL.jpg?NotFound1015230_868932
"""Ukraine"" ""energy infrastructure""",20260416T103000Z,Απόλυτο « σκοτάδι » στις ουκρανικές βιομηχανίες drones - Μαζικά ρωσικά πλήγματα κατέστρεψαν εντελώς στρατηγικές ενεργειακές υποδομές,bankingnews.gr,Greek,Greece,https://www.bankingnews.gr/diethni/articles/868912/apolyto-skotadi-stis-oukranikes-viomixanies-drones-mazika-rosika-pligmata-katestrepsan-entelos-stratigikes-energeiakes-ypodomes,,https://www.bankingnews.gr/media/k2/items/cache/8f4c10f6384a53d4f0949133db109883_XL.jpg
"""Ukraine"" ""energy infrastructure""",20260416T101500Z,Миколаїв і Херсон повністю знеструмлені,ua.korrespondent.net,Ukrainian,Ukraine,https://ua.korrespondent.net/ukraine/4871402-mykolaiv-i-kherson-povnistui-znestrumleni,https://ua.korrespondent.net/amp/4871402-mykolaiv-i-kherson-povnistui-znestrumleni,https://kor.ill.in.ua/m/1260x900/4404771.jpg
"""Ukraine"" ""energy infrastructure""",20260416T091500Z,Наслідки обстрілу енергетики України 16 квітня - у яких областях зникло світло - новини України,zn.ua,Ukrainian,Ukraine,https://zn.ua/ukr/war/rosijski-vijskovi-bili-po-enerhetitsi-u-devjati-oblastjakh-je-znestrumlennja-.html,https://zn.ua/ukr/amp/war/rosijski-vijskovi-bili-po-enerhetitsi-u-devjati-oblastjakh-je-znestrumlennja-.html,
Ukrzaliznytsia,20260415T210000Z,Удары ВС РФ по железной дороге Украины в каких случаях пассажиров эвакуируют Лещенко,focus.ua,Russian,Ukraine,https://focus.ua/voennye-novosti/750875-udary-vs-rf-po-zheleznoy-doroge-ukrainy-v-kakih-sluchayah-passazhirov-evakuiruyut-leshchenko,https://focus.ua/amp/voennye-novosti/750875-udary-vs-rf-po-zheleznoy-doroge-ukrainy-v-kakih-sluchayah-passazhirov-evakuiruyut-leshchenko,https://focus.ua/static/storage/thumbs/1200x630/7/90/j36h3a-668dab25103ebfa4d825d737fb360907.jpg?v=4517_1
"""Ukraine"" ""energy infrastructure""",20260414T224500Z,Балицкий сообщил об отключении электричества после атаки ВСУ,vm.ru,Russian,Russia,https://vm.ru/news/1318705-balickij-soobshil-ob-otklyuchenii-elektrichestva-posle-ataki-vsu,https://vm.ru/news/1318705-balickij-soobshil-ob-otklyuchenii-elektrichestva-posle-ataki-vsu/amp,https://vm.ru/img/vmru_cover.png
"""Ukraine"" ""energy infrastructure""",20260414T090000Z,В шести областях Украины часть абонентов остаются без света,1prime.ru,Russian,Russia,https://1prime.ru/20260414/ukraina-869147803.html,https://1prime.ru/amp/20260414/ukraina-869147803.html,https://cdnn.1prime.ru/images/sharing/article/rus/869147803.jpg
"""Ukraine"" ""energy infrastructure""",20260414T080000Z,В шести украинских областях частично пропал свет,ria.ru,Russian,Russia,https://ria.ru/20260414/ukraina-2086943860.html,,https://cdnn21.img.ria.ru/images/sharing/article/2086943860.jpg
"""Ukraine"" ""energy infrastructure""",20260413T083000Z," « Укренерго »: Росія поновила атаки на енергетику , є знеструмлення на Чернігівщині та Запоріжжі",radiosvoboda.org,Ukrainian,Ukraine,https://www.radiosvoboda.org/a/news-ukrenerho-ataky-na-enerhetyku-znestrumennia-chenrihivshchyna-zaporizhzhia/33731046.html,https://www.radiosvoboda.org/amp/news-ukrenerho-ataky-na-enerhetyku-znestrumennia-chenrihivshchyna-zaporizhzhia/33731046.html,https://gdb.rferl.org/597313cc-e29e-4879-80b2-cd535826ed43_cx0_cy4_cw0_w1200_h630.jpg
"""Ukraine"" ""energy infrastructure""",20260412T174500Z, « Укренерго » прогнозує на завтра обмеження лише для промисловості,radiosvoboda.org,Ukrainian,Ukraine,https://www.radiosvoboda.org/a/news-ukrenerho-vymknennya/33730589.html,https://www.radiosvoboda.org/amp/news-ukrenerho-vymknennya/33730589.html,https://gdb.rferl.org/9316daca-0804-4cbb-27e2-08de3be37656_w1200_h630.jpg
Ukrzaliznytsia,20260411T124500Z,  Укрзализныця  запускает тестовый рейс из Киева в аэропорт Кишинева,vesti-ua.net,Russian,Ukraine,https://vesti-ua.net/novosti/obschestvo/282132-ukrzaliznycya-zapuskaet-testovyy-reys-iz-kieva-v-aeroport-kishineva.html,,https://vesti-ua.net/uploads/posts/2026-04/1775902638_poezd-v-ukrzal.webp
Ukrzaliznytsia,20260411T094500Z,Вокзал Киева соединят прямым рейсом с аэропортом в Кишиневе,obozrevatel.com,Russian,Ukraine,https://www.obozrevatel.com/ekonomika-glavnaya/communalka/s-vokzala-kieva-zapustyat-pryamoj-rejs-v-aeroport-kishineva-ukrzaliznitsya-raskryila-detali.htm,https://www.obozrevatel.com/ekonomika-glavnaya/communalka/s-vokzala-kieva-zapustyat-pryamoj-rejs-v-aeroport-kishineva-ukrzaliznitsya-raskryila-detali/amp.htm,
Ukrzaliznytsia,20260410T184500Z,"Взятка в Укрзализныце - чиновника арестовали с залогом 4 , 3 миллиона гривен",24tv.ua,Russian,Ukraine,https://24tv.ua/ru/vzjatka-v-ukrzaliznyce-chinovnika-arestovali-s-zalogom-43-milliona-griven_n3046946,https://24tv.ua/ru/vzjatka-v-ukrzaliznyce-chinovnika-arestovali-s-zalogom-43-milliona-griven_n3046946/amp,https://24tv.ua/resources/photos/news/202604/3046946.jpg?v=1775842915000
"""Ukraine"" ""Shahed""",20260410T171500Z,Ukraine Shot Down Shahed Drones Helping in Middle East : Zelenskyy,businessinsider.com,English,United States,https://www.businessinsider.com/ukraine-shot-down-shahed-drones-helping-middle-east-zelenskyy-2026-4,,https://i.insider.com/69d918bef976785dcb190396?&format=jpeg
"""Ukraine"" ""Shahed""",20260410T160000Z,Zelenskyy says Ukrainian forces shot down Shahed drones in West Asian countries during Iran war,thehindu.com,English,India,https://www.thehindu.com/news/international/zelenskyy-says-ukrainian-forces-shot-down-shahed-drones-in-west-asian-countries-during-iran-war/article70848436.ece,https://www.thehindu.com/news/international/zelenskyy-says-ukrainian-forces-shot-down-shahed-drones-in-west-asian-countries-during-iran-war/article70848436.ece/amp/,https://th-i.thgim.com/public/incoming/rqo3xc/article70848477.ece/alternates/LANDSCAPE_1200/Russia_Ukraine_War_397_9.jpg
"""Ukraine"" ""energy infrastructure""",20260409T191500Z,"В « Укренерго » спрогнозували , за яких умов влітку не буде вимкнень",radiosvoboda.org,Ukrainian,Ukraine,https://www.radiosvoboda.org/a/news-ukrenerho-vidkliuchennia-vlitku/33728682.html,https://www.radiosvoboda.org/amp/news-ukrenerho-vidkliuchennia-vlitku/33728682.html,https://gdb.rferl.org/62498786-6b27-4d8e-9959-08dda7e3555c_cx0_cy4_cw0_w1200_h630.jpeg
Ukrzaliznytsia,20260409T150000Z,"В Киеве чиновников УЗ подозревают в растрате 4 , 4 млн гривен",korrespondent.net,Russian,Ukraine,https://korrespondent.net/ukraine/4869539-v-kyeve-chynovnykov-uz-podozrevauit-v-rastrate-44-mln-hryven,https://korrespondent.net/amp/4869539-v-kyeve-chynovnykov-uz-podozrevauit-v-rastrate-44-mln-hryven,https://kor.ill.in.ua/m/1260x900/4397609.png
Ukrzaliznytsia,20260409T094500Z,Скандал в Укрзализныце - за что чиновник требовал взятку $100 тыс . от бизнеса,obozrevatel.com,Russian,Ukraine,https://www.obozrevatel.com/ekonomika-glavnaya/economy/top-chinovnika-ukrzaliznitsi-pojmali-na-vzyatke-v-100-tyis-reaktsiya-kompanii.htm,https://www.obozrevatel.com/ekonomika-glavnaya/economy/top-chinovnika-ukrzaliznitsi-pojmali-na-vzyatke-v-100-tyis-reaktsiya-kompanii/amp.htm,
Ukrzaliznytsia,20260409T070000Z,100 тысяч долларов за демонтаж путей : задержан чиновник  Укрзализныци  ,pravda.com.ua,Russian,Ukraine,https://www.pravda.com.ua/rus/news/2026/04/09/8029402/,https://www.pravda.com.ua/rus/news/2026/04/09/8029402/index.amp,https://uimg.pravda.com.ua/buckets/upstatic/images/doc/7/d/806109/7dbc1bd6f2f27864c9faa7f6fc53bdeb.jpeg?&q=85&stamp=1775716407
"""Ukraine"" ""energy infrastructure""",20260408T113000Z,Φωτιά και χάος στην Ουκρανία : Ρωσικά πλήγματα σε 143 περιοχές - Χτυπήθηκαν λιμάνια και ενεργειακές υποδομές,bankingnews.gr,Greek,Greece,https://www.bankingnews.gr/diethni/articles/867396/fotia-kai-xaos-stin-oukrania-rosika-pligmata-se-143-perioxes-xtypithikan-limania-kai-energeiakes-ypodomes,,https://www.bankingnews.gr/media/k2/items/cache/9743187db0ee152af023301089109df5_XL.jpg
"""Ukraine"" ""energy infrastructure""",20260408T091500Z,"Andrij Sybiha : Americká rozhodnosť prináša výsledky . Sme presvedčení , že nastal čas prinútiť Rusko ukončiť vojnu",aktuality.sk,Slovak,Slovak Republic,https://www.aktuality.sk/clanok/ndXvO4M/andrij-sybiha-americka-rozhodnost-prinasa-vysledky-sme-presvedceni-ze-nastal-cas-prinutit-rusko-ukoncit-vojnu/,,https://img.aktuality.sk/foto/ukrajinsk-minister-zahrani-n-ch-vec-andrij-sybiha-reuters-kaan-soyturk/MTIwMHg2MzAvZmlsdGVyczp3YXRlcm1hcmsoaHR0cDovL2xvY2FsaG9zdDo4MS9pbWcvYWt0dWFsaXR5X3dhdGVybWFya192MiwyNCwyNCwwKS9odHRwOi8vbG9jYWxob3N0OjgxL3B1bHNjbXMtdHJhbnNmb3Jtcy8x/kyOktkpTURBXy9hNjMxZWRmYmU1Nzc3ZWM3ZWI4N2NhZmIxOGQzNjg5MC5qcGeSlQMAzQKtzRV5zQwWlQLNB9AAwsM?st=89oxGeD5cG7snU-O_JaQdusOwqO9gyZLafVIv6nacTU&ts=1775599200&e=0
"""Ukraine"" ""energy infrastructure""",20260406T151500Z,В « Укренерго » попередили про аварійне вимкнення світла в низці областей,radiosvoboda.org,Ukrainian,Ukraine,https://www.radiosvoboda.org/a/news-ukrenerho-avariyni-znestrumlennia/33725942.html,https://www.radiosvoboda.org/amp/news-ukrenerho-avariyni-znestrumlennia/33725942.html,https://gdb.rferl.org/9316daca-0804-4cbb-27e2-08de3be37656_cx0_cy7_cw0_w1200_h630.jpg
Ukrzaliznytsia,20260406T140000Z,Диверсии на железной дороге - суд вынес приговор вражескому агенту - фото,news.obozrevatel.com,Russian,Ukraine,https://news.obozrevatel.com/kiyany/life/na-kievschine-pyitalsya-pustit-pod-otkos-gruzovoj-poezd-sud-vyines-prigovor-vrazheskomu-agentu-podrobnosti-dela-i-foto.htm,https://news.obozrevatel.com/kiyany/life/na-kievschine-pyitalsya-pustit-pod-otkos-gruzovoj-poezd-sud-vyines-prigovor-vrazheskomu-agentu-podrobnosti-dela-i-foto/amp.htm,
