time_start,time_end,model,launch_place,target,target_main,launched,destroyed,not_reach_goal,still_attacking,border_crossing,is_shahed,num_hit_location,num_fall_fragment_location,carrier,turbojet,turbojet_destroyed,affected region,destroyed_details,launched_details,launch_place_details,source
2026-02-01 18:00,2026-02-02 09:00,Iskander-M,Crimea,Ukraine,,1.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02EzhmP1gy4PMTnvWXAbbhDxrWfDrNYw5YgcCuv8EGTpUYqVhNQv1ydgBqVzYcuT7Kl
2026-02-02,2026-02-02,Unknown UAV,,south,,26.0,26.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid03816b3Yz3LivixTt1gskBYF4hJEKrj9wLMwrXTXiaUUF7FtUUCfnj8f8ZRFJax88Vl
2026-02-02,2026-02-02,Reconnaissance UAV,,south,,3.0,3.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid03816b3Yz3LivixTt1gskBYF4hJEKrj9wLMwrXTXiaUUF7FtUUCfnj8f8ZRFJax88Vl
2026-01-31 18:00,2026-02-01 08:30,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Donetsk oblast,Ukraine,,90.0,76.0,0.0,0.0,{},60.0,9.0,2.0,,,,,"{'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid05aetptuzeDuLmpAR9mRFACxL8adQiCtYDa1r9DKzvKb3NKuSZn14uwHZRpapDG57l
2026-02-01,2026-02-01,Unknown UAV,,south,,23.0,23.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02NQE7x74aLWdmBsAvmBjTTW1hgk38KFg1CwiSeVtTsxoKXNsTJb89sf9V7n5baLFtl
2026-02-01,2026-02-01,Reconnaissance UAV,,south,,2.0,2.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02NQE7x74aLWdmBsAvmBjTTW1hgk38KFg1CwiSeVtTsxoKXNsTJb89sf9V7n5baLFtl
2026-01-30 17:40,2026-01-31 08:00,Shahed-136/131,Primorsko-Akhtarsk and Oryol oblast and Millerovo,Ukraine,,85.0,64.0,0.0,1.0,{},55.0,13.0,0.0,,,,,"{'south': NaN, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0qFnJ7JiGVj75DJuZTFF1hUJgMaNR5d7DxFBkm85RaZ57XJW75yNbnxpCd3G7Db55l
2026-01-29 18:00,2026-01-30 08:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Donetsk oblast,Ukraine,,111.0,80.0,0.0,6.0,{},70.0,15.0,2.0,,,,,"{'south': 2, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid0wiUs5RZutpLCuhpxLGVhaiN99Fz822Migp1F9ixtTjoGUziqtdQBhY9iHYAwmXgGl
2026-01-29 18:00,2026-01-30 08:00,Iskander-M,Voronezh oblast,Ukraine,,1.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0wiUs5RZutpLCuhpxLGVhaiN99Fz822Migp1F9ixtTjoGUziqtdQBhY9iHYAwmXgGl
2026-01-30,2026-01-30,Unknown UAV,,south,,6.0,6.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02yb9KVrdWBvPHerGGDZBdtwXpgfhaPoxYPNA2gqVT3T4oCAWP1SVrc3UDtKorpi5zl
2026-01-28 18:00,2026-01-29 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea and Donetsk oblast",Ukraine,,105.0,84.0,0.0,3.0,{},70.0,7.0,0.0,,,,,"{'west': 6, 'south': 10, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid023vKxYk97C6iD8NY1WLuvrYnKMeFdc1T4ibYALLQqRDr4XA22u93c9qmeSRv8NSV8l
2026-01-29,2026-01-29,Молнія,,south,,16.0,16.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0Uz2RQ9bXq2g56jFHmqLrhF3CkyJLbBrX3UpxdkRkKjLAauRf4wg4pCxwQoCMAK3sl
2026-01-28 08:00,2026-01-28 10:30,Shahed-136/131,,Rivne oblast and Volyn oblast,,6.0,6.0,,,{},,,,,,,,,,,PvkZahid/posts/pfbid09dtZLo8qUZQYv4kB7EuND3FX8SAH76WpxUSkE8NF1JErofTuxupJ9aEBqzbP2gP8l
2026-01-27 18:00,2026-01-28 09:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Hvardiiske, Crimea",Ukraine,,146.0,103.0,0.0,7.0,{},90.0,22.0,0.0,,,,,"{'south': 31, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid02LxgJ4RDHFpsehprWzgHeKDbj8WZyzkcnkYQjSbsnTaPnRgtXUdNsjM9DRme5oxrZl
2026-01-27 18:00,2026-01-28 09:00,Iskander-M,Rostov oblast,Ukraine,,1.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02LxgJ4RDHFpsehprWzgHeKDbj8WZyzkcnkYQjSbsnTaPnRgtXUdNsjM9DRme5oxrZl
2026-01-28,2026-01-28,Unknown UAV,,south,,7.0,7.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02tYMKL2uXYxsogYrKFNSPUXxGgri44vUiuV5zhzSviYA7hTqkkuTAgNxWb5139pGtl
2026-01-28,2026-01-28,Reconnaissance UAV,,south,,4.0,4.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02tYMKL2uXYxsogYrKFNSPUXxGgri44vUiuV5zhzSviYA7hTqkkuTAgNxWb5139pGtl
2026-01-27 08:00,2026-01-27 15:00,Shahed-136/131,,west,,3.0,3.0,,,{},,,,,,,,,,,PvkZahid/posts/pfbid0jVhvNQRHFsehjrmz41FDivSZisN8RMF3QrVoYEJeqSBWvTqCi1QoGsm3e4Si6K8cl
2026-01-26 18:00,2026-01-27 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,165.0,135.0,0.0,6.0,{},100.0,14.0,9.0,,,,,"{'south': 47, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid02BniSyzFyKz1R3epTKNuPtVbmX74QSJCdRSXFA9LAASyUZ5FFBJaQ3VehpWGWP4mzl
2026-01-27,2026-01-27,Unknown UAV,,south,,17.0,17.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0vuQjM8ieQcqGdyeGM46sgkk6fcVUp5rjXrc6ae8F7pf9Pds13uvki43HXazE2JWTl
2026-01-25 18:00,2026-01-26 08:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Donetsk oblast,Ukraine,,138.0,110.0,0.0,7.0,{},90.0,11.0,1.0,,,,,"{'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid02U8EhXwXerdZyx2CgXtNvQbLLVPVPQVH2djNpE5EHjmFDhBgV6ah175AUR2yRdrfl
2026-01-26,2026-01-26,Unknown UAV,,south,,5.0,5.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0271sHaE1HutvfbbuAzQfAZn34RNcW1CKZxWQvBMpK11p86bDoyazgKa8hvJwAdNAbl
2026-01-24 18:30,2026-01-25 08:30,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast and Shatalovo and Donetsk oblast,Ukraine,,102.0,87.0,0.0,0.0,{},70.0,10.0,1.0,,,,,"{'south': NaN, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid02U8EhXwXerdZyx2CgXtNvQbLLVPVPQVH2djNpE5EHjmFDhBgV6ah175AUR2yRdrfl
2026-01-24 18:30,2026-01-25 08:30,C-300 and Iskander-M,Bryansk oblast,Ukraine,,2.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02U8EhXwXerdZyx2CgXtNvQbLLVPVPQVH2djNpE5EHjmFDhBgV6ah175AUR2yRdrfl
2026-01-25,2026-01-25,Молнія,,south,,23.0,23.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid025mMMxRDqdnSvk7XEXKsSBmWCGB3csH3tvccDft86DUpBjUHqoW2zNyHYAp2MSdaMl
2026-01-23 18:00,2026-01-24 09:00,X-59/X-69,Kursk oblast,Ukraine,,1.0,1.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid026zSsHtGvKqUqgU2FWshKhBKGMuh5ddWr39BhKdUHXXqHxWQAiw8Xm3E4PxSG23J1l
2026-01-23 18:00,2026-01-24 09:00,X-22 and X-32,Bryansk oblast,Kyiv oblast,,12.0,9.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid026zSsHtGvKqUqgU2FWshKhBKGMuh5ddWr39BhKdUHXXqHxWQAiw8Xm3E4PxSG23J1l
2026-01-23 18:00,2026-01-24 09:00,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Donetsk oblast,Ukraine,Kyiv oblast,375.0,357.0,0.0,0.0,{},250.0,17.0,12.0,,,,"['Kyiv oblast', 'Kharkiv oblast']","{'south': NaN, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid026zSsHtGvKqUqgU2FWshKhBKGMuh5ddWr39BhKdUHXXqHxWQAiw8Xm3E4PxSG23J1l
2026-01-23 18:00,2026-01-24 09:00,C-300 and Iskander-M,Bryansk oblast and Crimea,Ukraine,,6.0,5.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid026zSsHtGvKqUqgU2FWshKhBKGMuh5ddWr39BhKdUHXXqHxWQAiw8Xm3E4PxSG23J1l
2026-01-23 18:00,2026-01-24 09:00,3M22 Zircon,Crimea,Kyiv oblast,,2.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid026zSsHtGvKqUqgU2FWshKhBKGMuh5ddWr39BhKdUHXXqHxWQAiw8Xm3E4PxSG23J1l
2026-01-24,2026-01-24,Unknown UAV,,south,,33.0,33.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0Diz175kFSv8Tb43nxG9bfno4J6Z27Prgkw9rfsetnReRLVRwquVaPVXTXjLnpuKEl
2026-01-22 20:00,2026-01-23 08:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Donetsk oblast,Ukraine,,101.0,76.0,0.0,6.0,{},60.0,12.0,0.0,,,,,"{'south': NaN, 'east': 30, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid02wpUxkERSy3utbvJoK2oxqZ9givVK1ytzKtco1xUzCrm8keXj9Pxb8Hwn3qEMCw7Dl
2026-01-23,2026-01-23,Молнія,,south,,21.0,21.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02KbptVv6Vmt8XSTU6rvRXtZ93GisjxkhrDK2dNd6XM61AvRkJ6Wtk6toi5yfBVZkCl
2026-01-21 18:00,2026-01-22 09:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,94.0,80.0,0.0,4.0,{},55.0,10.0,4.0,,,,,"{'south': 28, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid02uEx8jh69AzNH6zNQLDuxJ7UKLCnfNMLzc5buHQTCMiba77K9Z1xzPM7hqNvjwKCl
2026-01-20 18:00,2026-01-21 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo and Donetsk oblast",Ukraine,,97.0,84.0,0.0,0.0,{},70.0,11.0,1.0,,,,,"{'south': 13, 'west': 4, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid02uEx8jh69AzNH6zNQLDuxJ7UKLCnfNMLzc5buHQTCMiba77K9Z1xzPM7hqNvjwKCl
2026-01-20 18:00,2026-01-21 08:30,Iskander-M,Crimea,Ukraine,,1.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02uEx8jh69AzNH6zNQLDuxJ7UKLCnfNMLzc5buHQTCMiba77K9Z1xzPM7hqNvjwKCl
2026-01-21,2026-01-21,Молнія,,south,,9.0,9.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02wrtGJDkHiBtwNCdSMezdgvDGffCjhQRgZ5YjSYNm3zzj1BaJfE29LX6J9yURB3atl
2026-01-21,2026-01-21,X-22,Black Sea,Mykolaiv oblast,,1.0,0.0,,,{},,,,Tu-22M3,,,,,,,PvKPivden/posts/pfbid02wrtGJDkHiBtwNCdSMezdgvDGffCjhQRgZ5YjSYNm3zzj1BaJfE29LX6J9yURB3atl
2026-01-21,2026-01-21,Reconnaissance UAV,,south,,2.0,2.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02wrtGJDkHiBtwNCdSMezdgvDGffCjhQRgZ5YjSYNm3zzj1BaJfE29LX6J9yURB3atl
2026-01-19 19:00,2026-01-20 10:00,X-101/X-555,Vologda oblast,Ukraine,,15.0,13.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0JL7FQAMHMqhW722B1fPd3ZySSap2eu8yXAceFC4su6t3uSeUsV966AAKiQAjPH17l
2026-01-19 19:00,2026-01-20 10:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea and Donetsk oblast",Ukraine,Kyiv oblast,339.0,315.0,0.0,0.0,{},250.0,11.0,12.0,,,,"['Kyiv oblast', 'Rivne oblast', 'Kharkiv oblast', 'Odesa oblast', 'Dnipropetrovsk oblast', 'Zaporizhzhia oblast']","{'south': 22, 'west': 4, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid0JL7FQAMHMqhW722B1fPd3ZySSap2eu8yXAceFC4su6t3uSeUsV966AAKiQAjPH17l
2026-01-19 19:00,2026-01-20 10:00,C-300 and Iskander-M,Bryansk oblast and Rostov oblast,Ukraine,,18.0,14.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0JL7FQAMHMqhW722B1fPd3ZySSap2eu8yXAceFC4su6t3uSeUsV966AAKiQAjPH17l
2026-01-19 19:00,2026-01-20 10:00,3M22 Zircon,Crimea,Ukraine,,1.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0JL7FQAMHMqhW722B1fPd3ZySSap2eu8yXAceFC4su6t3uSeUsV966AAKiQAjPH17l
2026-01-20,2026-01-20,Молнія,,south,,26.0,26.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02auV4CG2GCpE27V6dH85y8epeZ8ZoZxvf7bJtoSXZeM3vaxMAfPubHT1LHhPEVLaTl
2026-01-20,2026-01-20,Reconnaissance UAV,,south,,3.0,3.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02auV4CG2GCpE27V6dH85y8epeZ8ZoZxvf7bJtoSXZeM3vaxMAfPubHT1LHhPEVLaTl
2026-01-18 18:00,2026-01-19 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo and Donetsk oblast",Ukraine,,145.0,126.0,0.0,6.0,{},90.0,12.0,5.0,,,,,"{'south': 18, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid02V62NTYcTsBk7xuoZLUCXQYEvvjf6omg7RqEuF1Wh9JHwy3k66mV7fjShFkGW594tl
2026-01-19,2026-01-19,Молнія,,south,,15.0,15.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid022mvW1wE2WQnJ6cBjZ44cVyAtisT2u3LJAdEkFh4S7E8nuQYfcnBs7u66ESiTwyhyl
2026-01-19,2026-01-19,Reconnaissance UAV,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid022mvW1wE2WQnJ6cBjZ44cVyAtisT2u3LJAdEkFh4S7E8nuQYfcnBs7u66ESiTwyhyl
2026-01-17 18:30,2026-01-18 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo and Donetsk oblast",Ukraine,,201.0,167.0,0.0,4.0,{},120.0,15.0,2.0,,,,,"{'south': 28, 'west': 6, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid02udo8eVTBBQwht4zh3JRtkQg6bnah2e6sLxQd5VhZsWwJYFYRwGfx4Gea2kZAmHz4l
2026-01-18,2026-01-18,Молнія,,south,,20.0,20.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02jVGE9Ypp33Bt15pqYx24Njc7wrvWVnL9xN1TDymSKWLt9SjnS9DG5uLPZGNzpPdDl
2026-01-16 18:00,2026-01-17 07:30,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Donetsk oblast,Ukraine,,115.0,96.0,0.0,3.0,{},75.0,11.0,2.0,,,,,"{'south': 16, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0U17tZZWEsimyA2xrJyXKJZuYNMjJeryy5AmDh8f7JTZ6bDzRwGoqm9izALrodgs5l
2026-01-17,2026-01-17,Молнія,,south,,11.0,11.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid024ccuH13SAYEjEsbegA8k8yjxzmHtdv9jfArjhiQrRmLR5cKsmAZ7VYBnFTYcrKDwl
2026-01-15 18:00,2026-01-16 08:30,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Donetsk oblast,Ukraine,,76.0,53.0,0.0,0.0,{},50.0,9.0,1.0,,,,,"{'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid0Z5L8y5UtE8jv7aRdqMTmznz64NtqgNAZpoFTK5tsNgNws36sop2cymSL8HvwBj1Jl
2026-01-16,2026-01-16,Молнія,,south,,20.0,20.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0o5RAwML7RRc16vD7NW6VdsUoSRsFbf2vuY4RV47gusH5skswU4kYMTpJVUvkxMt2l
2026-01-16,2026-01-16,Reconnaissance UAV,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0o5RAwML7RRc16vD7NW6VdsUoSRsFbf2vuY4RV47gusH5skswU4kYMTpJVUvkxMt2l
2026-01-14 19:00,2026-01-15 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Bryansk oblast and Millerovo and Hvardiiske, Crimea and Donetsk oblast",Ukraine,,82.0,61.0,0.0,0.0,{},60.0,13.0,3.0,,,,,"{'south': 7, 'west': 1, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid0if6mBz3m27TrtzobyRz81h8VB7gHDDLfUdGEdr15awgZ5n2snAEe3CsV7cWFKZ2Fl
2026-01-15,2026-01-15,Unknown UAV,,south,,25.0,25.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0ZEPrJfV5SWTmuhSKForWryV38zEujZ8G4g8Wr6fQEW3UdibuDK2Ytbomo4scL2bCl
2026-01-15,2026-01-15,Merlin-VR,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0ZEPrJfV5SWTmuhSKForWryV38zEujZ8G4g8Wr6fQEW3UdibuDK2Ytbomo4scL2bCl
2026-01-15,2026-01-15,Iskander-M,Crimea,Odesa oblast and Mykolaiv oblast,,3.0,0.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0ZEPrJfV5SWTmuhSKForWryV38zEujZ8G4g8Wr6fQEW3UdibuDK2Ytbomo4scL2bCl
2026-01-14 07:00,2026-01-14 17:00,Shahed-136/131,,Ukraine,Kyiv oblast,10.0,10.0,0.0,0.0,{},10.0,0.0,0.0,,10.0,10.0,"['Kyiv oblast', 'Chernihiv oblast']",,,,kpszsu/posts/pfbid0gzZLnprzLhmewGEM2PJ36twJNcQTwMCcA6fAXKPP3cgQvBjFwxnmNxgpYvB3AgsPl
2026-01-13 18:30,2026-01-14 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,113.0,89.0,0.0,0.0,{},70.0,13.0,3.0,,,,"['Kyiv oblast', 'Chernihiv oblast', 'Mykolaiv oblast', 'Dnipropetrovsk oblast']","{'south': 20, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid02LphUidF2DRMPvnPCjpcB3HpcmS13U6Yu8YVdGcoRKdQhiaZeipGk9pFi1zxb9REql
2026-01-13 18:30,2026-01-14 08:00,Iskander-M,Rostov oblast and Voronezh oblast,,,3.0,1.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02LphUidF2DRMPvnPCjpcB3HpcmS13U6Yu8YVdGcoRKdQhiaZeipGk9pFi1zxb9REql
2026-01-14,2026-01-14,Unknown UAV,,south,,19.0,19.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02wuW4Zy6ySHrtjjWGs9FvnRwTEWPyt3EXweT7sg7Rbdp1eYiCAPsofwgTDBiKFxmyl
2026-01-12 18:00,2026-01-13 09:30,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Kacha, Crimea",Ukraine,,293.0,240.0,0.0,5.0,{},200.0,24.0,0.0,,,,"['Kyiv oblast', 'Chernihiv oblast', 'Donetsk oblast', 'Kharkiv oblast', 'Odesa oblast', 'Zaporizhzhia oblast', 'Dnipropetrovsk oblast']","{'south': 41, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid0e7FKTsL4Q75mHnY3Yyzp9j7bHYNmCs9mhhszh1eibzRgaxDNdDNBEzV7HJEZJPsDl
2026-01-12 18:00,2026-01-13 09:30,Iskander-K,Kursk oblast and Belgorod oblast,Ukraine,,7.0,5.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0e7FKTsL4Q75mHnY3Yyzp9j7bHYNmCs9mhhszh1eibzRgaxDNdDNBEzV7HJEZJPsDl
2026-01-12 18:00,2026-01-13 09:30,C-300 and Iskander-M,Kursk oblast and Bryansk oblast and Voronezh oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Zaporizhzhia oblast,,18.0,2.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0e7FKTsL4Q75mHnY3Yyzp9j7bHYNmCs9mhhszh1eibzRgaxDNdDNBEzV7HJEZJPsDl
2026-01-13,2026-01-13,Unknown UAV,,south,,21.0,21.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid025KMTKezy6AVtgHtimJX9wmauT4dzHhAjDwTqF6gf7wSRQ6SBMUN2qoo9rsLmx42cl
2026-01-13,2026-01-13,Reconnaissance UAV,,south,,2.0,2.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid025KMTKezy6AVtgHtimJX9wmauT4dzHhAjDwTqF6gf7wSRQ6SBMUN2qoo9rsLmx42cl
2026-01-11 18:00,2026-01-12 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo",Ukraine,,156.0,135.0,0.0,4.0,{},110.0,11.0,2.0,,,,,"{'south': 27, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid0tR2SaWAaJvVfr3VSRTt19fkeZf27iuUx4CmNyRsRWixtLuJF8jXy4c1NR8V1boD9l
2026-01-12,2026-01-12,Unknown UAV,,south,,15.0,15.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02KZ6BqZGipDbvcFbWefFKDincUjoxhLVZCjoa394Ef1eJzvBdo27wsd8QfKNfg4pEl
2026-01-12,2026-01-12,Reconnaissance UAV,,south,,4.0,4.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02KZ6BqZGipDbvcFbWefFKDincUjoxhLVZCjoa394Ef1eJzvBdo27wsd8QfKNfg4pEl
2026-01-11 11:00,2026-01-11 16:00,Shahed-136/131,,west,,11.0,11.0,,,{},,,,,,,,,,,PvkZahid/posts/pfbid02JJaGDkVGXypHvgJHRCcAJL2aXehwPEc7s1MsxHQzoa7JwGHtgUPj9Q7mP9iP6iMPl
2026-01-10 18:30,2026-01-11 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,154.0,125.0,0.0,7.0,{},110.0,18.0,2.0,,,,,"{'south': 15, 'west': 5, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0YjfqTBnr5eY9m4btDoQbUU5Hm7eKWRKGuUJomfMJv3xbbGq7KNtMBKeVcaGhrwEUl
2026-01-11,2026-01-11,Молнія,,south,,6.0,6.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0Q7GbSZbWHp5Z7FZPGs4GPdf26dxMeCb7jQcWRAynngC9aT7iRPJnFigzMCxkDSaXl
2026-01-09 18:00,2026-01-10 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo",Ukraine,,121.0,94.0,0.0,0.0,{},80.0,15.0,1.0,,,,,"{'south': 17, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0nLbwxniYwpvLezfMftaxAfAdAaYvyQmu8f5Vy4UHiBUaQwLyBMPqrw5FpZteXAPbl
2026-01-09 18:00,2026-01-10 08:30,Iskander-M,Kursk oblast,Ukraine,,1.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0nLbwxniYwpvLezfMftaxAfAdAaYvyQmu8f5Vy4UHiBUaQwLyBMPqrw5FpZteXAPbl
2026-01-10,2026-01-10,Молнія,,south,,12.0,12.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02LskjhMpJrE8MRgRk3jgRNen1rWWTRqrDYHJuW3G7RG1QYA1m3rbizFzqQnDgnxgwl
2026-01-08 19:30,2026-01-09 09:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea and Donetsk oblast",Ukraine,Kyiv oblast,242.0,226.0,0.0,0.0,{},150.0,19.0,0.0,,,,,"{'south': NaN, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0SyvTrtmBdBfWqr74VrhCWL4cR8fGmUTD4aE1ccv6kwqXivDYBJQLaQMUGvLRJZxyl
2026-01-08 19:30,2026-01-09 09:00,Kalibr,Black Sea,Ukraine,,22.0,10.0,,,{},,,,Navi,,,,,,,kpszsu/posts/pfbid0SyvTrtmBdBfWqr74VrhCWL4cR8fGmUTD4aE1ccv6kwqXivDYBJQLaQMUGvLRJZxyl
2026-01-08 19:30,2026-01-09 09:00,C-400 and Iskander-M,Bryansk oblast,Ukraine,,13.0,8.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0SyvTrtmBdBfWqr74VrhCWL4cR8fGmUTD4aE1ccv6kwqXivDYBJQLaQMUGvLRJZxyl
2026-01-09,2026-01-09,Молнія,,south,,10.0,10.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid027kzkD7449YoRBHNmaAAfv3fhc4e4NJpZE123FonbtHJ53d9KxeFZC88voCupPSQ4l
2026-01-09,2026-01-09,Orlan-10,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid027kzkD7449YoRBHNmaAAfv3fhc4e4NJpZE123FonbtHJ53d9KxeFZC88voCupPSQ4l
