time_start,time_end,model,launch_place,target,target_main,launched,destroyed,not_reach_goal,still_attacking,border_crossing,is_shahed,num_hit_location,num_fall_fragment_location,carrier,turbojet,turbojet_destroyed,affected region,destroyed_details,launched_details,launch_place_details,source
2026-02-22,2026-02-22,Unknown UAV,,south,,33.0,33.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0Q6JyMudAxHkhzz2M7RcpGXqSb8mJXnRW7Vv4Nx5cLTVUfjL4upWR9BfU9n4itP8Vl
2026-02-22,2026-02-22,Reconnaissance UAV,,south,,6.0,6.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0Q6JyMudAxHkhzz2M7RcpGXqSb8mJXnRW7Vv4Nx5cLTVUfjL4upWR9BfU9n4itP8Vl
2026-02-20 18:00,2026-02-21 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Shatalovo and Hvardiiske, Crimea",Ukraine,,120.0,106.0,0.0,1.0,{},80.0,11.0,8.0,,,,,"{'south': 17, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid02xQ8qBbBrooMrkfEoxVfzTCY475AUQ8T9fyBgKeNKUcizKZibZuJTakMu3XhQywsrl
2026-02-20 18:00,2026-02-21 08:30,Iskander-M,Voronezh oblast,Ukraine,,1.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02xQ8qBbBrooMrkfEoxVfzTCY475AUQ8T9fyBgKeNKUcizKZibZuJTakMu3XhQywsrl
2026-02-21,2026-02-21,Unknown UAV,,south,,28.0,28.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0RPfY4WkZgtfDFAw9GpfPbFWpnnRb5FTUqe26dg636tDEk9ibpeWpZuMt2eVZC4F2l
2026-02-21,2026-02-21,Reconnaissance UAV,,south,,4.0,4.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0RPfY4WkZgtfDFAw9GpfPbFWpnnRb5FTUqe26dg636tDEk9ibpeWpZuMt2eVZC4F2l
2026-02-19 18:00,2026-02-20 08:30,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Shatalovo and Donetsk oblast,Ukraine,,128.0,107.0,0.0,0.0,{},80.0,14.0,1.0,,,,,"{'south': 10, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid02aRYX3235xz4AUKiJLpeuZhUwW3ZY1T3vGGHqBeWbtWtNywgBd7x25ZrP9nHJxBqal
2026-02-19 18:00,2026-02-20 08:30,Iskander-M,Rostov oblast,Ukraine,,1.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02aRYX3235xz4AUKiJLpeuZhUwW3ZY1T3vGGHqBeWbtWtNywgBd7x25ZrP9nHJxBqal
2026-02-20,2026-02-20,Unknown UAV,,south,,19.0,19.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02JsaUTBgSZbAA7ALKjAkRmUBtay8ucp48VFaibmZLUA5K2QgwD1YF78wP8mmyi2fgl
2026-02-20,2026-02-20,Reconnaissance UAV,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02JsaUTBgSZbAA7ALKjAkRmUBtay8ucp48VFaibmZLUA5K2QgwD1YF78wP8mmyi2fgl
2026-02-18 18:00,2026-02-19 08:30,Shahed-136/131,Kursk oblast and Bryansk oblast and Donetsk oblast,Ukraine,,37.0,29.0,0.0,0.0,{},20.0,4.0,0.0,,,,,"{'south': NaN, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid06VQvbfSf32WSwBfr2RYb85vunqRXkNzgHKybE1hTYDeiTKRHJwkkaGb5TU1UmTKRl
2026-02-19,2026-02-19,Unknown UAV,,south,,22.0,22.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02beCm9NzNTZTkBp2i1Nx5td4vKmJ77b5dMjmBExBcvFQF2VVT3BUqzT3SFkX2UHoFl
2026-02-19,2026-02-19,Reconnaissance UAV,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02beCm9NzNTZTkBp2i1Nx5td4vKmJ77b5dMjmBExBcvFQF2VVT3BUqzT3SFkX2UHoFl
2026-02-19,2026-02-19,Iskander-M,Crimea,Mykolaiv oblast,,1.0,0.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02beCm9NzNTZTkBp2i1Nx5td4vKmJ77b5dMjmBExBcvFQF2VVT3BUqzT3SFkX2UHoFl
2026-02-17 18:00,2026-02-18 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Shatalovo and Hvardiiske, Crimea",Ukraine,,126.0,100.0,0.0,3.0,{},80.0,14.0,3.0,,,,,"{'south': 6, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid02zDXDrDwyKqN3TN55q85BFaEMmf3LFcPPjc7vGsPrxPEmGU9ZUY2TkTb3VneCjuUdl
2026-02-17 18:00,2026-02-18 08:30,Iskander-M,Crimea,Ukraine,,1.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02zDXDrDwyKqN3TN55q85BFaEMmf3LFcPPjc7vGsPrxPEmGU9ZUY2TkTb3VneCjuUdl
2026-02-16 18:00,2026-02-17 09:30,X-59/X-69,Donetsk oblast,Ukraine,,1.0,1.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0jQUXJnpiXAcHsfgDVYbkMFoPvL436RGexwnqgjV68drS7YJDCDJzPsLdP6eUAQTjl
2026-02-16 18:00,2026-02-17 09:30,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo,Ukraine,,396.0,367.0,0.0,11.0,{},250.0,13.0,8.0,,,,"['Lviv oblast', 'Ivano-Frankivsk oblast', 'Zaporizhzhia oblast', 'Dnipropetrovsk oblast', 'Kharkiv oblast', 'Donetsk oblast', 'Odesa oblast']","{'south': 59, 'west': 15, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0jQUXJnpiXAcHsfgDVYbkMFoPvL436RGexwnqgjV68drS7YJDCDJzPsLdP6eUAQTjl
2026-02-16 18:00,2026-02-17 09:30,Iskander-M,Rostov oblast and Crimea,Ukraine,,4.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0jQUXJnpiXAcHsfgDVYbkMFoPvL436RGexwnqgjV68drS7YJDCDJzPsLdP6eUAQTjl
2026-02-16 18:00,2026-02-17 09:30,Iskander-K,Kursk oblast,Ukraine,,4.0,4.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0jQUXJnpiXAcHsfgDVYbkMFoPvL436RGexwnqgjV68drS7YJDCDJzPsLdP6eUAQTjl
2026-02-17 05:00,2026-02-17 08:00,X-101/X-555,Caspian Sea,Ukraine,,20.0,20.0,,,{},,,,,,,,"{'south': 10, 'west': 8}",,,kpszsu/posts/pfbid0jQUXJnpiXAcHsfgDVYbkMFoPvL436RGexwnqgjV68drS7YJDCDJzPsLdP6eUAQTjl
2026-02-17,2026-02-17,Молнія,,south,,26.0,26.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02cJyJJPMxfvDysN549Yc5XazPhN3V3MFdtNrVEtUtu9y51kapEJweBB32XdRUnZF8l
2026-02-17,2026-02-17,Reconnaissance UAV,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02cJyJJPMxfvDysN549Yc5XazPhN3V3MFdtNrVEtUtu9y51kapEJweBB32XdRUnZF8l
2026-02-15 18:00,2026-02-16 09:00,X-31P,Zaporizhzhia oblast,Ukraine,,1.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02FADHWssAwVCGqvfhSJy6p33grxhQjKQCN1RUdZkgqatdvT3wAGjhcQbcsjPBFnccl
2026-02-15 18:00,2026-02-16 09:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ukraine,,62.0,52.0,0.0,1.0,{},40.0,8.0,2.0,,,,,"{'south': 1, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid02FADHWssAwVCGqvfhSJy6p33grxhQjKQCN1RUdZkgqatdvT3wAGjhcQbcsjPBFnccl
2026-02-15 18:00,2026-02-16 09:00,Iskander-M,Bryansk oblast,Ukraine,,1.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02FADHWssAwVCGqvfhSJy6p33grxhQjKQCN1RUdZkgqatdvT3wAGjhcQbcsjPBFnccl
2026-02-15 18:00,2026-02-16 09:00,3M22 Zircon,Crimea,Ukraine,,4.0,2.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02FADHWssAwVCGqvfhSJy6p33grxhQjKQCN1RUdZkgqatdvT3wAGjhcQbcsjPBFnccl
2026-02-16,2026-02-16,Молнія,,south,,23.0,23.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02distXv8jGoNXQo4oP9nPxtVWQwRDXx4HMMjrahdomfu27LsRYuTDxFFsCyqg2KcSl
2026-02-16,2026-02-16,X-31,Black Sea,Odesa oblast,,1.0,0.0,1.0,,{},,,,Su-30,,,,,,,PvKPivden/posts/pfbid02distXv8jGoNXQo4oP9nPxtVWQwRDXx4HMMjrahdomfu27LsRYuTDxFFsCyqg2KcSl
2026-02-16,2026-02-16,Reconnaissance UAV,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02distXv8jGoNXQo4oP9nPxtVWQwRDXx4HMMjrahdomfu27LsRYuTDxFFsCyqg2KcSl
2026-02-14 18:30,2026-02-15 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,83.0,55.0,0.0,3.0,{},50.0,12.0,3.0,,,,,"{'south': 22, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0GzUWTJ83g643MFnrtmZdGxn6tVf2dsGvZHZZp69F1R9rkfk458LrjPpVnKtMByvxl
2026-02-15,2026-02-15,Молнія,,south,,3.0,3.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02AfkGxkTncqCgzPjcwqNkZRYp75qCsA5mbd9KkfWjYRYdxSzHNiv5EaU2dTqj8DPQl
2026-02-15,2026-02-15,Reconnaissance UAV,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02AfkGxkTncqCgzPjcwqNkZRYp75qCsA5mbd9KkfWjYRYdxSzHNiv5EaU2dTqj8DPQl
2026-02-13 18:30,2026-02-14 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Hvardiiske, Crimea and Donetsk oblast",Ukraine,,112.0,91.0,0.0,3.0,{},70.0,11.0,2.0,,,,,"{'south': 6, 'west': 11, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid02c1AgHwW6Jw4opmxgGEA1bP8WHynLGaUtciiHxtdJ9Urq52GFf3NE4PnTD1YjeHzWl
2026-02-13 18:30,2026-02-14 08:30,Iskander-M,Kursk oblast,Ukraine,,1.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02c1AgHwW6Jw4opmxgGEA1bP8WHynLGaUtciiHxtdJ9Urq52GFf3NE4PnTD1YjeHzWl
2026-02-14,2026-02-14,Молнія,,south,,20.0,20.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02z6RNnsh7nLkD38sPEkKnoAc8ywQhjhx7r51UaxCaMWPpDZ9JJg3X1VkqRBo2fABfl
2026-02-12 18:00,2026-02-13 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast and Oryol oblast and Hvardiiske, Crimea and Donetsk oblast",Ukraine,,154.0,111.0,0.0,21.0,{},100.0,18.0,2.0,,,,,"{'south': 39, 'west': 5, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0aaH4n6vDGm2Td1RAHYwNKsSUxamJpdWX466Zh7eWBVwBciNuNoX4a2CtkGxXjXJQl
2026-02-12 18:00,2026-02-13 08:30,Iskander-M,Kursk oblast,Ukraine,,1.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0aaH4n6vDGm2Td1RAHYwNKsSUxamJpdWX466Zh7eWBVwBciNuNoX4a2CtkGxXjXJQl
2026-02-13,2026-02-13,X-31,Black Sea,Odesa oblast,,2.0,0.0,2.0,,{},,,,Su-30,,,,,,,PvKPivden/posts/pfbid036iqFYQeV2iW7idvNV16hd6v66CDZJMwgpmRTX98FU4ibT1AGbb688LztQD68nvQl
2026-02-13,2026-02-13,Unknown UAV,,south,,12.0,12.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid036iqFYQeV2iW7idvNV16hd6v66CDZJMwgpmRTX98FU4ibT1AGbb688LztQD68nvQl
2026-02-13,2026-02-13,Shahed-136/131,,west,,19.0,19.0,,,{},,,,,,,,,,,PvkZahid/posts/pfbid0S4YEZ5QDxEpNNQDqyfBqteZ1QLQUhP4Z6c8dVpMZPMkuMkRbc8qGwCMx2P6e3c2vl
2026-02-13,2026-02-13,Reconnaissance UAV,,south,,2.0,2.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid036iqFYQeV2iW7idvNV16hd6v66CDZJMwgpmRTX98FU4ibT1AGbb688LztQD68nvQl
2026-02-11 18:00,2026-02-12 09:00,X-59/X-69,Donetsk oblast,Ukraine,,1.0,1.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid026CooA3neFjxHHGbAQFvqpD11x712ddGdtyKB6xUdzd2pPKUt7HgXdx2ZojqfpaWVl
2026-02-11 18:00,2026-02-12 09:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Odesa oblast,219.0,197.0,0.0,3.0,{},150.0,13.0,14.0,,,,,"{'south': 16, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid026CooA3neFjxHHGbAQFvqpD11x712ddGdtyKB6xUdzd2pPKUt7HgXdx2ZojqfpaWVl
2026-02-11 18:00,2026-02-12 09:00,C-300 and Iskander-M,Bryansk oblast and Voronezh oblast and Rostov oblast and Crimea,Ukraine,,24.0,15.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid026CooA3neFjxHHGbAQFvqpD11x712ddGdtyKB6xUdzd2pPKUt7HgXdx2ZojqfpaWVl
2026-02-12,2026-02-12,Unknown UAV,,south,,27.0,27.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0GXwE8LoWZVHNfqDRktNvmZMErGNCa9M74rvxfSa4QNd3fwuJ8CzfgHdCHs7YBgoJl
2026-02-11 14:40,2026-02-11 15:20,X-47 Kinzhal,Nizhny Novgorod oblast,Ukraine,,3.0,0.0,3.0,,{},,,,MiG-31K,,,,,,,kpszsu/posts/pfbid02tRG3H6MzKMJV9vT8eS2QSXd6otRKeZiwaTebDt2MYY7kqk453GvcMANTc9NsXkDWl
2026-02-10 18:30,2026-02-11 08:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Millerovo and Donetsk oblast,Ukraine,,129.0,112.0,0.0,2.0,{},80.0,8.0,0.0,,,,,"{'south': 19, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid01Ugzv72HoTFty6pNeofpysWXVq46XwFe98KFmzjimmFxvBCA63GM9tnoYu1U51RVl
2026-02-11,2026-02-11,X-31PD,Black Sea,Odesa oblast,,1.0,0.0,1.0,,{},,,,Su-30,,,,,,,PvKPivden/posts/pfbid02aE5A49keFXD6DEtkLoopGfdh4CRWDdM9WvWi2TBKCBxmgR4Mf6EeRxQN9C51F2Mgl
2026-02-11,2026-02-11,Unknown UAV,,south,,28.0,28.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02aE5A49keFXD6DEtkLoopGfdh4CRWDdM9WvWi2TBKCBxmgR4Mf6EeRxQN9C51F2Mgl
2026-02-11,2026-02-11,Reconnaissance UAV,,south,,2.0,2.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02aE5A49keFXD6DEtkLoopGfdh4CRWDdM9WvWi2TBKCBxmgR4Mf6EeRxQN9C51F2Mgl
2026-02-09 18:00,2026-02-10 08:30,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo,Ukraine,,125.0,110.0,0.0,2.0,{},80.0,6.0,2.0,,,,,"{'south': 19, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0g215Hqf9zHQ5V7CSzWkYFFuzzHAzLSXN9WzNggr1X88kChiSay9RCUWhe9ftjPpel
2026-02-10,2026-02-10,X-31,Black Sea,Odesa oblast,,1.0,0.0,,,{},,,,Su-30,,,,,,,PvKPivden/posts/pfbid05BWLtkayuTctg6hxsBEqGTbaHYJC9dQhf4e5x7LnF61bfnh2gGw5fc4XPPL7ohnQl
2026-02-10,2026-02-10,Unknown UAV,,south,,26.0,26.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid05BWLtkayuTctg6hxsBEqGTbaHYJC9dQhf4e5x7LnF61bfnh2gGw5fc4XPPL7ohnQl
2026-02-10,2026-02-10,Reconnaissance UAV,,south,,5.0,5.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid05BWLtkayuTctg6hxsBEqGTbaHYJC9dQhf4e5x7LnF61bfnh2gGw5fc4XPPL7ohnQl
2026-02-08 17:30,2026-02-09 09:30,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Shatalovo and Hvardiiske, Crimea and Donetsk oblast",Ukraine,,149.0,116.0,0.0,10.0,{},90.0,15.0,6.0,,,,,"{'south': 12, 'west': 3, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid0eQC1TkLkX6yXBzXHUoC47yHp41kcLghmTpaTCbDHqCmqF5CmJ5YfDV7FgRpxuzQsl
2026-02-08 17:30,2026-02-09 09:30,Iskander-M,Bryansk oblast,Ukraine,,11.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0eQC1TkLkX6yXBzXHUoC47yHp41kcLghmTpaTCbDHqCmqF5CmJ5YfDV7FgRpxuzQsl
2026-02-09,2026-02-09,Молнія,,south,,24.0,24.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02P1wfuxtz9dKDbFp6yXrYQdKiPP5PciqsnWQ77XgWDBMiSZpWkhPx144vrFCLo2jQl
2026-02-09,2026-02-09,Reconnaissance UAV,,south,,2.0,2.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02P1wfuxtz9dKDbFp6yXrYQdKiPP5PciqsnWQ77XgWDBMiSZpWkhPx144vrFCLo2jQl
2026-02-07 18:00,2026-02-08 08:30,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Shatalovo,Ukraine,,101.0,69.0,0.0,0.0,{},70.0,13.0,1.0,,,,,"{'south': 11, 'west': 3, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid0emp8PQVvfF6nJsWas4j7jV573z9kT3NAf5g3EHK53ZWnuUDPVsFgVhrwPzfhq5Ngl
2026-02-08,2026-02-08,Молнія,,south,,31.0,31.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02dcYFyoxo2kGfMZbJub4ova2Rxg2G3FYSRLHwzhbVzvUkeB1Lv7Py1x2qAQPeHPBxl
2026-02-06 19:00,2026-02-07 10:30,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea and Donetsk oblast",Ukraine,Lviv oblast and Ivano-Frankivsk oblast and Rivne oblast and Vinnytsia oblast,408.0,382.0,0.0,5.0,{},250.0,19.0,3.0,,,,,"{'south': 9, 'west': 65, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid02CZcDiHL4AMfPNjuL3T8g4Pt7NVQqyQZMnPpxsqYFUd2butHEpVnRz1V4h7kEgFbjl
2026-02-07 05:00,2026-02-07 07:30,X-101/X-555,Caspian Sea,Ukraine,,21.0,14.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0SyvTrtmBdBfWqr74VrhCWL4cR8fGmUTD4aE1ccv6kwqXivDYBJQLaQMUGvLRJZxyl
2026-02-07 02:30,2026-02-07 07:30,Kalibr,Black Sea,Ukraine,,16.0,10.0,,,{},,,,Navi,,,,,,,kpszsu/posts/pfbid0SyvTrtmBdBfWqr74VrhCWL4cR8fGmUTD4aE1ccv6kwqXivDYBJQLaQMUGvLRJZxyl
2026-02-07 04:00,2026-02-07 04:10,3M22 Zircon,Crimea,Kyiv oblast,,2.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02CZcDiHL4AMfPNjuL3T8g4Pt7NVQqyQZMnPpxsqYFUd2butHEpVnRz1V4h7kEgFbjl
2026-02-05 18:00,2026-02-06 12:30,X-59/X-69,,Ukraine,,5.0,0.0,2.0,,{},,,,,,,,,,,kpszsu/posts/pfbid02xRf69RszXrjjEP5qEKQsdZUim2d684iaTaR3xfxXS9uPztPFMcTJ8CjyBnfT3xfhl
2026-02-05 18:00,2026-02-06 12:30,X-47 Kinzhal,,Ukraine,,2.0,0.0,2.0,,{},,,,MiG-31K,,,,,,,kpszsu/posts/pfbid02xRf69RszXrjjEP5qEKQsdZUim2d684iaTaR3xfxXS9uPztPFMcTJ8CjyBnfT3xfhl
2026-02-05 18:00,2026-02-06 12:30,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Donetsk oblast,Ukraine,,328.0,297.0,0.0,9.0,{},200.0,14.0,2.0,,,,,"{'south': 17, 'west': 2, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid02xRf69RszXrjjEP5qEKQsdZUim2d684iaTaR3xfxXS9uPztPFMcTJ8CjyBnfT3xfhl
2026-02-06,2026-02-06,Молнія,,south,,9.0,9.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02VZ7v9A4HmT7nhdSMz2DUCnCNUeYijviw8v89EdqRfuvP1DzW4kSjSwWK4ZLZRNNsl
2026-02-04 18:00,2026-02-05 08:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Donetsk oblast,Ukraine,,183.0,156.0,0.0,7.0,{},110.0,16.0,7.0,,,,,"{'south': NaN, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid0yFbjVSuiKagC9jP8ybhR4fZWqcPzH9qWFoEv1A2v5qdGBN3X1pYhtNRUnKAyF6sPl
2026-02-04 18:00,2026-02-05 08:00,Iskander-M,Crimea,Ukraine,,2.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0yFbjVSuiKagC9jP8ybhR4fZWqcPzH9qWFoEv1A2v5qdGBN3X1pYhtNRUnKAyF6sPl
2026-02-05,2026-02-05,Молнія,,south,,9.0,9.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0nWmzXorX2LiVBsJGXpgo3AkJhN56Tnj94hTQMYFeFdVjTG8KcqJHnMxdgTcdwC5ul
2026-02-05,2026-02-05,Shahed-136/131,,Lviv oblast,,1.0,1.0,,,{},,,,,,,,,,,PvkZahid/posts/pfbid02eB5it2g8VHYSWspWup4FWyVj65BnMoysCw2jHJMk3MAJE7R9TQ5MeTxTpnWMcsiwl
2026-02-05,2026-02-05,Reconnaissance UAV,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0nWmzXorX2LiVBsJGXpgo3AkJhN56Tnj94hTQMYFeFdVjTG8KcqJHnMxdgTcdwC5ul
2026-02-03 19:00,2026-02-04 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast and Oryol oblast and Donetsk oblast",Ukraine,,105.0,88.0,0.0,0.0,{},70.0,14.0,5.0,,,,,"{'south': 26, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid0bBSMPJdLHzir3A9iDkocUa2YY6NN78ZZ4ZYTZ2K7MoyAMH3ZHtjk1CX4t6VfZD47l
2026-02-04,2026-02-04,Unknown UAV,,south,,17.0,17.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02N2w43XSvfNEqZsFUXL5wUTF59hB6MKuW1twohevWPhmCx4YHEdz8AfWVFs2S54Qzl
2026-02-04,2026-02-04,Reconnaissance UAV,,south,,2.0,2.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02N2w43XSvfNEqZsFUXL5wUTF59hB6MKuW1twohevWPhmCx4YHEdz8AfWVFs2S54Qzl
2026-02-02 18:00,2026-02-03 09:30,X-22 and X-32,Bryansk oblast,Kyiv oblast,,7.0,3.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0219MYLf91ei1mY69nNHj1QJ8hMfvh5q1FvGs3BWXfVAgRWnhLjRpvEptau2pGLHK9l
2026-02-02 18:00,2026-02-03 09:30,X-101/X-555 and Iskander-K,Caspian Sea and Kursk oblast,Ukraine,,28.0,20.0,,,{},,,,,,,,{'south': 6},,,kpszsu/posts/pfbid0219MYLf91ei1mY69nNHj1QJ8hMfvh5q1FvGs3BWXfVAgRWnhLjRpvEptau2pGLHK9l
2026-02-02 18:00,2026-02-03 09:30,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo,Ukraine,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,450.0,412.0,0.0,7.0,{},300.0,27.0,17.0,,,,"['Kyiv oblast', 'Kharkiv oblast', 'Zaporizhzhia oblast', 'Dnipropetrovsk oblast', 'Donetsk oblast', 'Vinnytsia oblast', 'Odesa oblast', 'Sumy oblast', 'Chernihiv oblast', 'Poltava oblast']","{'south': 55, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid0219MYLf91ei1mY69nNHj1QJ8hMfvh5q1FvGs3BWXfVAgRWnhLjRpvEptau2pGLHK9l
2026-02-02 18:00,2026-02-03 09:30,C-300 and Iskander-M,Bryansk oblast and Crimea,Ukraine,,32.0,11.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0219MYLf91ei1mY69nNHj1QJ8hMfvh5q1FvGs3BWXfVAgRWnhLjRpvEptau2pGLHK9l
2026-02-02 18:00,2026-02-03 09:30,3M22 Zircon,Crimea,Kyiv oblast,,4.0,4.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0219MYLf91ei1mY69nNHj1QJ8hMfvh5q1FvGs3BWXfVAgRWnhLjRpvEptau2pGLHK9l
2026-02-03,2026-02-03,Unknown UAV,,south,,14.0,14.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0pxrcx4vhoD3NSXBQ33MddRP9Gs4DTkk9LJNnhD9EZpCyq9bkY9JRvAv7a1KY59wTl
2026-02-03,2026-02-03,Reconnaissance UAV,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0pxrcx4vhoD3NSXBQ33MddRP9Gs4DTkk9LJNnhD9EZpCyq9bkY9JRvAv7a1KY59wTl
2026-02-01 18:00,2026-02-02 09:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Donetsk oblast,Ukraine,,171.0,157.0,0.0,2.0,{},100.0,8.0,0.0,,,,,"{'south': 18, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid02EzhmP1gy4PMTnvWXAbbhDxrWfDrNYw5YgcCuv8EGTpUYqVhNQv1ydgBqVzYcuT7Kl
