aoi,aoi_label,osm_type,osm_id,lat,lon,name,railway,power,amenity,bridge,harbour,industrial,operator,source
kyiv,Kyiv,node,242893042,50.2568218,30.3054217,Глеваха,halt,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,346462220,50.4688799,30.4408397,Київ-Пасажирський-Дитячий,station,,,,,,"АТ ""Укрзалізниця""",OpenStreetMap Overpass
kyiv,Kyiv,node,354092439,50.3744047,30.5490557,Проспект Науки,halt,,,,,,Укрзалізниця,OpenStreetMap Overpass
kyiv,Kyiv,node,354674961,50.5336396,30.1993668,Склозаводська,halt,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,354674990,50.5511396,30.2368066,Лісова Буча,halt,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,354675239,50.4284782,30.4028472,Алмаз,halt,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,384752646,50.4567837,30.5228045,,train_station_entrance,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,420462973,50.4384993,30.6755078,Дарниця-Депо,halt,,,,,,Укрзалізниця,OpenStreetMap Overpass
kyiv,Kyiv,node,420462975,50.4422986,30.6902406,ДВРЗ,halt,,,,,,Укрзалізниця,OpenStreetMap Overpass
kyiv,Kyiv,node,420462976,50.4787289,30.7573344,Ялинка,halt,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,420462978,50.4955802,30.7838995,Княжичі,halt,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,429630790,50.5143973,30.8137269,Бровари,station,,,,,,Укрзалізниця,OpenStreetMap Overpass
kyiv,Kyiv,node,440315387,50.4378289,30.4490791,Караваєві Дачі,halt,,,,,,Південно-Західна залізниця,OpenStreetMap Overpass
kyiv,Kyiv,node,493853015,50.3167991,30.2988697,Боярка,station,,,,,,Укрзалізниця,OpenStreetMap Overpass
kyiv,Kyiv,node,599211137,50.3713004,30.8609381,,,,hospital,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,612054087,50.548643,30.220902,Буча,station,,,,,,Укрзалізниця,OpenStreetMap Overpass
kyiv,Kyiv,node,615951279,50.2668363,30.5541664,Підгірці,station,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,796649126,50.390281,30.5661284,Заводська,station,,,,,,ПрАТ «Київ-Дніпровське МППЗТ»,OpenStreetMap Overpass
kyiv,Kyiv,node,820924386,50.400682,30.8230576,Мала Олександрівка,halt,,,,,,Південно-Західна залізниця,OpenStreetMap Overpass
kyiv,Kyiv,node,852766062,50.4601679,30.4923873,Невідкладна допомога «Добробут»,,,hospital,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,854326868,50.4539944,30.5990931,РП-6,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,988560310,50.4263216,30.5065198,Протасів Яр,halt,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,988560679,50.4050736,30.5366647,Київ-Деміївський,station,,,,,,Укрзалізниця,OpenStreetMap Overpass
kyiv,Kyiv,node,1011177075,50.4521317,30.6042366,Лівобережна,halt,,,,,,Укрзалізниця,OpenStreetMap Overpass
kyiv,Kyiv,node,1175792200,50.4320794,30.6477174,Дарниця,station,,,,,,Укрзалізниця,OpenStreetMap Overpass
kyiv,Kyiv,node,1178950971,50.422232,30.7235108,Лісництво,halt,,,,,,Південно-Західна залізниця,OpenStreetMap Overpass
kyiv,Kyiv,node,1223849846,50.2899106,30.305069,Малютянка,halt,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1224050384,50.5415956,30.1582338,Ворзель,halt,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1224050385,50.5510164,30.1248382,Кичеїве,halt,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1224050397,50.5342325,30.8450533,Квітневий,halt,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1224117506,50.2056512,30.5944304,Мар'янівська,halt,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1224117508,50.2963119,30.5341338,Лісники,halt,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1232861122,50.4297055,30.6854241,Фармацевтична,halt,,,,,,Південно-Західна залізниця,OpenStreetMap Overpass
kyiv,Kyiv,node,1233117090,50.3540573,30.5447604,Петро Кривоніс,station,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1233151073,50.4771655,30.3580421,Новобіличі,halt,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1233151074,50.4876868,30.3352713,Біличі,station,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1237079097,50.2390408,30.5884309,Романків,halt,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1250748534,50.4382888,30.4191619,,train_station_entrance,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1250748535,50.4379208,30.4193827,,train_station_entrance,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1250748537,50.4380277,30.4197579,,train_station_entrance,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1253853198,50.5510044,30.2107957,Бучанська міська поліклініка,,,hospital,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1305973984,50.6702798,30.3851257,Онкологічна клініка «Іновація»,,,hospital,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1352606581,50.352666,30.5981093,Нижні Сади - 2,,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1359826618,50.2355531,30.6423103,Поліклініка,,,hospital,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1365231901,50.4312902,30.6481608,,train_station_entrance,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1412869841,50.4614776,30.4166866,,train_station_entrance,,ticket_validator,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1412869844,50.461565,30.4165414,,train_station_entrance,,ticket_validator,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1435378061,50.4588004,30.5243835,,train_station_entrance,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1460509993,50.4203384,30.3821792,,train_station_entrance,,ticket_validator,,,,Київпастранс,OpenStreetMap Overpass
kyiv,Kyiv,node,1460509995,50.4202784,30.3820954,,train_station_entrance,,ticket_validator,,,,Київпастранс,OpenStreetMap Overpass
kyiv,Kyiv,node,1460509997,50.4259172,30.3847984,,train_station_entrance,,ticket_validator,,,,Київпастранс,OpenStreetMap Overpass
kyiv,Kyiv,node,1460510000,50.4259355,30.3846519,,train_station_entrance,,ticket_validator,,,,Київпастранс,OpenStreetMap Overpass
kyiv,Kyiv,node,1460515776,50.4167666,30.3898427,,train_station_entrance,,ticket_validator,,,,Київпастранс,OpenStreetMap Overpass
kyiv,Kyiv,node,1461860092,50.4092966,30.400128,,train_station_entrance,,ticket_validator,,,,Київпастранс,OpenStreetMap Overpass
kyiv,Kyiv,node,1461860094,50.4092267,30.4000352,,train_station_entrance,,ticket_validator,,,,Київпастранс,OpenStreetMap Overpass
kyiv,Kyiv,node,1461860119,50.4138115,30.3954779,,train_station_entrance,,ticket_validator,,,,Київпастранс,OpenStreetMap Overpass
kyiv,Kyiv,node,1461860125,50.4137897,30.3953415,,train_station_entrance,,ticket_validator,,,,Київпастранс,OpenStreetMap Overpass
kyiv,Kyiv,node,1461860150,50.4436491,30.4891369,,train_station_entrance,,ticket_validator,,,,Київпастранс,OpenStreetMap Overpass
kyiv,Kyiv,node,1541640382,50.4835378,30.3909388,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1604754003,50.3920236,30.3758051,Дитяча полікліника,,,hospital,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1641395455,50.3849578,30.3813815,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1651070414,50.4662638,30.5193908,,,generator,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1685277180,50.4861692,30.6342416,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1697537983,50.5198033,30.8016283,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1711488457,50.2233268,30.7937179,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1711488560,50.2244887,30.8055559,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1711488695,50.2267232,30.8040538,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1720345940,50.2414841,30.8060059,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1720345980,50.2532121,30.7861976,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1721504516,50.2337306,30.7924772,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1721504671,50.2389207,30.7862229,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1721504675,50.2390822,30.7798076,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1722420139,50.2356892,30.8038165,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1730530468,50.4362804,30.5992575,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1730538945,50.4361091,30.6006235,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1738590746,50.4131527,30.769241,Імені Георгія Кірпи,station,,,,,,Укрзалізниця,OpenStreetMap Overpass
kyiv,Kyiv,node,1769787589,50.4752549,30.4371338,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1772762979,50.4614933,30.596327,Микільська Слобідка,station,,,,,,Укрзалізниця,OpenStreetMap Overpass
kyiv,Kyiv,node,1794559499,50.5782843,30.5349237,,,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1840413617,50.4388192,30.3562972,КТП-956,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,1852185333,50.4564203,30.6190046,,,generator,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,2026085798,50.4152843,30.5193375,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,2241002471,50.6033248,30.4878054,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,2251283199,50.5879468,30.5138873,,,generator,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,2251283200,50.5881284,30.5131185,,,generator,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,2251283201,50.5882966,30.5123434,,,generator,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,2251283202,50.5885657,30.511203,,,generator,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,2251283203,50.588666,30.5108367,,,generator,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,2263027831,50.5235124,30.6088198,,train_station_entrance,,ticket_validator,,,,Київпастранс,OpenStreetMap Overpass
kyiv,Kyiv,node,2263027832,50.523526,30.6085362,,train_station_entrance,,ticket_validator,,,,Київпастранс,OpenStreetMap Overpass
kyiv,Kyiv,node,2276949678,50.2082332,30.3636843,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,2329276298,50.480939,30.5181699,,,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,2372608682,50.5586832,30.8220648,Калинівська амбулаторія,,,hospital,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,2457715083,50.573895,30.6754418,,,,hospital,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,2489645901,50.4848895,30.4982399,Почайна,station,,,,,,Укрзалізниця,OpenStreetMap Overpass
kyiv,Kyiv,node,2515514943,50.479401,30.5808232,Воскресенка,halt,,,,,,Укрзалізниця,OpenStreetMap Overpass
kyiv,Kyiv,node,2515514944,50.4831171,30.5736671,Райдужний,halt,,,,,,Укрзалізниця,OpenStreetMap Overpass
kyiv,Kyiv,node,2515515001,50.4832309,30.5736379,,train_station_entrance,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,2515515003,50.4832401,30.5735959,,train_station_entrance,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,2515515008,50.4833017,30.5736292,,train_station_entrance,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,2550376927,50.4861908,30.4691826,Київський дитячий міський гастроентерологічний центр,,,hospital,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,2644051429,50.4398558,30.4886551,Київ-Пасажирський,station,,,,,,Укрзалізниця,OpenStreetMap Overpass
kyiv,Kyiv,node,2752466760,50.4475934,30.5162627,РП-410,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,2885712571,50.3905191,30.4915898,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,2907095269,50.3913386,30.4957072,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,3073011913,50.4009811,30.5571203,Видубичі-Трипільські,halt,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,3152367564,50.2715422,30.3134991,Шляхова,station,,,,,,Укрзалізниця,OpenStreetMap Overpass
kyiv,Kyiv,node,3190952934,50.451177,30.4787638,Відділення патологічної анатомії,,,hospital,,,,Охматдит,OpenStreetMap Overpass
kyiv,Kyiv,node,3190952935,50.4506492,30.4785838,Господарчій блок,,,hospital,,,,Охматдит,OpenStreetMap Overpass
kyiv,Kyiv,node,3190952936,50.4503672,30.4808187,Діагностічне відділення,,,hospital,,,,Охматдит,OpenStreetMap Overpass
kyiv,Kyiv,node,3190952937,50.4512316,30.4788545,Медико-генетичний центр,,,hospital,,,,Охматдит,OpenStreetMap Overpass
kyiv,Kyiv,node,3190952939,50.4503921,30.481414,Травматологічний пункт,,,hospital,,,,Охматдит,OpenStreetMap Overpass
kyiv,Kyiv,node,3190952940,50.4507337,30.4786075,Харчоблок,,,hospital,,,,Охматдит,OpenStreetMap Overpass
kyiv,Kyiv,node,3190952941,50.4509953,30.4795472,Центральна клінічна лабораторія,,,hospital,,,,Охматдит,OpenStreetMap Overpass
kyiv,Kyiv,node,3196765924,50.4270993,30.422089,,,substation,,,,,Київенерго,OpenStreetMap Overpass
kyiv,Kyiv,node,3228472655,50.4540435,30.4597288,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,3376796863,50.2449167,30.2743815,Данилівка,halt,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,3376797593,50.3445561,30.3026722,Тарасівка,halt,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,3376816024,50.4410225,30.4905179,Вокзальна,halt,,,,,,Укрзалізниця,OpenStreetMap Overpass
kyiv,Kyiv,node,3466484305,50.2257455,30.2248887,Васильків-1,station,,,,,,Укрзалізниця,OpenStreetMap Overpass
kyiv,Kyiv,node,3559377584,50.4555847,30.4373125,РП-438,,substation,,,,,Київенерго,OpenStreetMap Overpass
kyiv,Kyiv,node,3618169902,50.4536215,30.6116536,ТП-3269,,substation,,,,,Київенерго,OpenStreetMap Overpass
kyiv,Kyiv,node,3627406736,50.4316518,30.3838095,ТП-6050,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,3627411010,50.4326413,30.3855926,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,3629499137,50.4290009,30.4440401,ТП-2264,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,3659300027,50.4219182,30.4247658,ТП-2111,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,3659320529,50.4177565,30.4236528,ТП-2113,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,3666127133,50.4316345,30.4341092,ТП-6981,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,3666127226,50.4313906,30.4298944,ТП-1823,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,3675340379,50.434012,30.6546846,,hump_yard,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,3675676877,50.442299,30.6711518,,hump_yard,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,3676383525,50.4266179,30.4443763,ТП-2269,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,3721339325,50.4474043,30.4446284,ТП-4450,,substation,,,,,Київенерго,OpenStreetMap Overpass
kyiv,Kyiv,node,3723591894,50.4640594,30.4355681,ТП-2318,,substation,,,,,Київенерго,OpenStreetMap Overpass
kyiv,Kyiv,node,3747929626,50.42586,30.4470224,ТП-5946,,substation,,,,,Київенерго,OpenStreetMap Overpass
kyiv,Kyiv,node,3747930125,50.4261411,30.4463557,ТП-2969,,substation,,,,,Київенерго,OpenStreetMap Overpass
kyiv,Kyiv,node,3783406654,50.459289,30.4100083,КТП-7561,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,3789104458,50.4601075,30.5149484,ТП-381,,substation,,,,,Київенерго,OpenStreetMap Overpass
kyiv,Kyiv,node,3803383803,50.4518631,30.5981679,Лівобережна,station,,,,,,Київський метрополітен,OpenStreetMap Overpass
kyiv,Kyiv,node,3803423898,50.445993,30.5770339,Гідропарк,station,,,,,,Київський метрополітен,OpenStreetMap Overpass
kyiv,Kyiv,node,3803601761,50.4559397,30.6128423,Дарниця,station,,,,,,Київський метрополітен,OpenStreetMap Overpass
kyiv,Kyiv,node,3803615569,50.4598903,30.6303119,Чернігівська,station,,,,,,Київський метрополітен,OpenStreetMap Overpass
kyiv,Kyiv,node,3803636265,50.4647597,30.6459702,Лісова,station,,,,,,Київський метрополітен,OpenStreetMap Overpass
kyiv,Kyiv,node,3804139642,50.4410407,30.5586885,Дніпро,station,,,,,,Київський метрополітен,OpenStreetMap Overpass
kyiv,Kyiv,node,3804612585,50.4444878,30.5454331,Арсенальна,station,,,,,,Київський метрополітен,OpenStreetMap Overpass
kyiv,Kyiv,node,3806362030,50.4442469,30.5058928,Університет,station,,,,,,Київський метрополітен,OpenStreetMap Overpass
kyiv,Kyiv,node,3806369598,50.4416401,30.4882512,Вокзальна,station,,,,,,Київський метрополітен,OpenStreetMap Overpass
kyiv,Kyiv,node,3806396836,50.4507932,30.466127,Політехнічний інститут,station,,,,,,Київський метрополітен,OpenStreetMap Overpass
kyiv,Kyiv,node,3806407690,50.4550745,30.4453703,Шулявська,station,,,,,,Київський метрополітен,OpenStreetMap Overpass
kyiv,Kyiv,node,3806424761,50.4590925,30.419688,Берестейська,station,,,,,,Київський метрополітен,OpenStreetMap Overpass
kyiv,Kyiv,node,3806440513,50.4585958,30.4042048,Нивки,station,,,,,,Київський метрополітен,OpenStreetMap Overpass
kyiv,Kyiv,node,3806462121,50.4561717,30.3658729,Житомирська,station,,,,,,Київський метрополітен,OpenStreetMap Overpass
kyiv,Kyiv,node,3806504759,50.4647043,30.3550833,Академмістечко,station,,,,,,Київський метрополітен,OpenStreetMap Overpass
kyiv,Kyiv,node,3807314558,50.452831,30.5945919,ТП-7455,,substation,,,,,Київенерго,OpenStreetMap Overpass
kyiv,Kyiv,node,3807395059,50.4512465,30.5978182,ТП-7508,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,3815631761,50.4686409,30.5823239,КТП-5788,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,3815686959,50.4701547,30.5806564,КТП-1511,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,3815687057,50.4727689,30.5793509,КТП-7420,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,3815855220,50.469163,30.4138593,ТП-1493,,substation,,,,,Київенерго,OpenStreetMap Overpass
kyiv,Kyiv,node,3817258690,50.4261013,30.4090614,Борщагівка-Технічна,station,,,,,,Укрзалізниця,OpenStreetMap Overpass
kyiv,Kyiv,node,3831366663,50.4572291,30.3778174,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,3831366867,50.4563798,30.3834189,ТП-4348,,substation,,,,,Київенерго,OpenStreetMap Overpass
kyiv,Kyiv,node,3831367364,50.4553205,30.3668997,ТП-1498,,substation,,,,,Київенерго,OpenStreetMap Overpass
kyiv,Kyiv,node,3831367861,50.4553137,30.3775485,ТП-3886,,substation,,,,,Київенерго,OpenStreetMap Overpass
kyiv,Kyiv,node,3858676081,50.5790087,30.4940323,Вишгород,halt,,,,,,Південно-Західна залізниця,OpenStreetMap Overpass
kyiv,Kyiv,node,3883726757,50.4663727,30.4461214,ТП-1826,,substation,,,,,Київенерго,OpenStreetMap Overpass
kyiv,Kyiv,node,3895442375,50.3430833,30.3091895,Амбулаторія,,,hospital,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,3916745115,50.4336097,30.6467782,,train_station_entrance,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,3949939683,50.4456112,30.5229613,ТП-183,,substation,,,,,Київенерго,OpenStreetMap Overpass
kyiv,Kyiv,node,4056927299,50.4573972,30.4076367,ТП-6351,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4056927600,50.4555979,30.4054845,ТП-619,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4084749149,50.5556587,30.213766,Сантален,,,hospital,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4086336590,50.5171768,30.2470744,Тубдиспансер,,,hospital,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4099185445,50.5434748,30.269522,Ірпінський військовий шпиталь,,,hospital,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4110522207,50.4578851,30.4288548,ТП-2462,,substation,,,,,Київенерго,OpenStreetMap Overpass
kyiv,Kyiv,node,4110522309,50.4584141,30.4383286,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4110522310,50.4578037,30.4372727,ТП-2880,,substation,,,,,Київенерго,OpenStreetMap Overpass
kyiv,Kyiv,node,4134152285,50.4380461,30.5198591,ТП-700,,substation,,,,,Київенерго,OpenStreetMap Overpass
kyiv,Kyiv,node,4149383397,50.4707656,30.4390699,ТП-2622,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4149384889,50.4707335,30.4449786,ТП-2244,,substation,,,,,Київенерго,OpenStreetMap Overpass
kyiv,Kyiv,node,4202965094,50.4509059,30.3813537,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4228730601,50.434547,30.5070791,ТП-3747,,substation,,,,,Київенерго,OpenStreetMap Overpass
kyiv,Kyiv,node,4264705104,50.4280143,30.3629389,,,generator,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4270196998,50.4309184,30.3661759,,,substation,,,,,Київенерго,OpenStreetMap Overpass
kyiv,Kyiv,node,4272974737,50.2615344,30.6427529,YACHT CHARTER,,,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4307981797,50.4764488,30.4035404,ТП-1984,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4325419793,50.4691524,30.5144298,ТП-479,,substation,,,,,Київенерго,OpenStreetMap Overpass
kyiv,Kyiv,node,4326087206,50.4718939,30.508226,ТП-3388,,substation,,,,,Київенерго,OpenStreetMap Overpass
kyiv,Kyiv,node,4328361295,50.4907143,30.4038605,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4328509636,50.4799872,30.4469235,,,generator,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4328509637,50.4799087,30.4467706,,,generator,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4329806497,50.4568317,30.6238463,Опіковий центр,,,hospital,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4330748990,50.3492948,30.4539744,Новосілківська амбулаторія,,,hospital,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4357249192,50.4351024,30.510789,ТП-6361,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4365558093,50.4836559,30.4241452,КТП-7377,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4385321604,50.3858521,30.4843821,ТП-1933,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4385321725,50.3880938,30.4840448,ТП-2134,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4385385603,50.3886406,30.4831682,ТП-4175,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4385399598,50.3863833,30.4829764,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4402672390,50.4613594,30.4928732,РП-8198,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4404250190,50.4564239,30.4862512,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4429019742,50.4529823,30.4904795,ТП-5791,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4436803796,50.4494443,30.4521939,ТП-640,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4436803803,50.4473552,30.4482499,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4441952789,50.5603293,30.1394232,Київська обласна психоневрологічна лікарня №2,,,hospital,,,,КНП КОР “КОПНЛ №2”,OpenStreetMap Overpass
kyiv,Kyiv,node,4461927098,50.4610613,30.4922754,РП-533,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4602870975,50.3894407,30.3825832,Асклепий (мед.центр),,,hospital,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4685226096,50.4120772,30.4314658,Київ-Волинський,station,,,,,,Укрзалізниця,OpenStreetMap Overpass
kyiv,Kyiv,node,4685226097,50.4392776,30.6119629,Русанівка,halt,,,,,,Південно-Західна залізниця,OpenStreetMap Overpass
kyiv,Kyiv,node,4685226100,50.4620789,30.4171028,Берестейська,halt,,,,,,Укрзалізниця,OpenStreetMap Overpass
kyiv,Kyiv,node,4685226101,50.4757478,30.4298671,Сирець,halt,,,,,,Укрзалізниця,OpenStreetMap Overpass
kyiv,Kyiv,node,4704500480,50.5111363,30.2290374,Кардіологічний центр,,,hospital,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4747735748,50.440037,30.281279,Чайка,,,hospital,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4753035471,50.4460782,30.5255302,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4762911230,50.4587207,30.5243006,Нижня станція,station,,,,,,Київпастранс,OpenStreetMap Overpass
kyiv,Kyiv,node,4764470693,50.4627785,30.4366871,ТП-2067,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4807814052,50.4694342,30.4643295,,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4813820404,50.449914,30.4778008,ТП-2495,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4813820412,50.4508038,30.4725012,РП-76,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4813820417,50.4510825,30.470853,ТП-2757,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4813820420,50.4519645,30.4688788,ТП-1163,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4813821031,50.4503376,30.4751565,ТП-2756,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4830968927,50.4532023,30.3294309,Медичний Центр Ембріотек,,,hospital,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4840237441,50.4588044,30.3968667,ТП-1744,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4840237444,50.4555,30.3846945,ТП-5012,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4854324085,50.438527,30.356814,ТП-6984,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4854324091,50.4398789,30.3511376,ТП-1546,,substation,,,,,,OpenStreetMap Overpass
kyiv,Kyiv,node,4854324096,50.4388674,30.3559616,КТП,,substation,,,,,,OpenStreetMap Overpass
