factory_id,company_name,province,city,address_public,part_category,part_label,is_priority_assembly_seed,is_core_operating_assembly,is_reserve_assembly_seed,assembly_operating_status,assembly_node_role,priority_weight,priority_role,priority_site_label,priority_site_type,factory_manage_no,industry_code,industry_name,product_text,raw_materials_text,factory_size_label,employee_total,land_area_m2,manufacturing_area_m2,auxiliary_area_m2,building_area_m2,capacity_tier,recommended_role,capacity_index,capacity_confidence,predicted_output_units_30d,nominal_daily_output_units,surge_daily_output_units,setup_days_estimate,min_batch_units,estimated_yield_rate,grid_zone_id,grid_dependency_score,outage_output_multiplier,estimated_backup_hours,production_fit_score,physical_scale_score,workforce_score,energy_operating_scale_score,logistics_access_score,data_completeness_score,energy_match_type,energy_capacity_evidence_score,missing_evidence,source,source_row
fac_e693f6eff8,원광전력(주),전라남도,해남군,전라남도 해남군 해남읍 해남화산로 243 (원광전력주식회사),power,Battery / Power,False,False,False,,,1.0,,,,468202000000000,28111,전동기 및 발전기 제조업 외 5 종,"태양광발전장치,인버터,전압조절기,전기차충전장치, 리튬이온팩전지 등","태양광모듈,인버터,전기차충전장치 등",소기업,3.0,1350.0,168.0,230.4,398.4,C,backup,0.503,0.862,925,31,37,5.3,100,0.911,grid_zone_99e45246,0.5,0.69,9.7,0.669,0.609,0.229,0.516,0.62,1.0,regional_industrial_proxy,0.516,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,175102
fac_40abaf57ad,(주)엘지화학,전라북도,익산시,전라북도 익산시 보석로4길 69 (신흥동),power,Battery / Power,False,False,False,,,1.0,,,,451402000000000,20131,무기안료용 금속 산화물 및 관련 제품 제조업 외 1 종,리튬 2차 전지재료,"니켈, 코발트, 망간",중기업,111.0,12604.0,11403.11,4209.25,15612.36,B,surge,0.663,0.892,1475,49,61,5.3,180,0.931,grid_zone_fabab736,0.493,0.694,18.8,0.669,0.932,0.781,0.583,0.62,1.0,ngms_company_direct,0.583,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,186458
fac_76a1a776e6,(주)비츠로셀,충청남도,당진시,"충청남도 당진시 합덕읍 인더스파크로 70, (대전리) (총 2 필지)",power,Battery / Power,False,False,False,,,1.0,,,,442702000000000,28201,일차전지 제조업 외 1 종,리튬일차전지,"리튬, 카본",대기업,407.0,41919.5,10717.09,8045.44,18762.53,B,surge,0.702,0.847,1600,53,67,5.4,130,0.899,grid_zone_2d0a6a6a,0.631,0.609,14.7,0.646,0.963,0.995,0.614,0.62,1.0,regional_industrial_proxy,0.614,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,102580
fac_20b0a23ce0,(주)타보스,충청남도,천안시,충청남도 천안시 서북구 직산읍 4산단3로 36-6,power,Battery / Power,False,False,False,,,1.0,,,,441332000000000,27216,산업처리공정 제어장비 제조업 외 4 종,"리튬전지팩, 밧데리충전기, 콘버터, 인벝, 무정전전원장치",,소기업,9.0,0.0,285.62,84.0,369.62,C,backup,0.543,0.86,1150,38,46,5.4,80,0.919,grid_zone_2d0a6a6a,0.642,0.602,21.7,0.807,0.532,0.381,0.651,0.62,0.778,regional_industrial_proxy,0.651,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,105431
fac_c788629a58,SK이노베이션(주),충청남도,서산시,"충청남도 서산시 지곡면 무장산업로 59-122, (무장리 1691)",power,Battery / Power,False,False,False,,,1.0,,,,442102000000000,28202,축전지 제조업,리튬이온 2차전지,"양극재, 음극재 등",대기업,485.0,231405.9,49676.47,14582.0,64258.47,B,surge,0.72,0.892,1575,52,66,5.3,190,0.91,grid_zone_2d0a6a6a,0.642,0.602,14.9,0.669,0.997,1.0,0.653,0.62,1.0,ngms_company_direct,0.653,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,110510
fac_37c2239e67,주식회사 코캄 3공장,충청남도,논산시,충청남도 논산시 가야곡면 가야공단길 23-8 (총 2 필지),power,Battery / Power,False,False,False,,,1.0,,,,442302000000000,28202,축전지 제조업,리튬폴리머 이차전지,코발트 활물질,중기업,150.0,20088.0,2874.63,0.0,2874.63,B,surge,0.661,0.862,1375,46,57,5.3,120,0.925,grid_zone_2d0a6a6a,0.634,0.607,11.4,0.669,0.852,0.83,0.624,0.62,1.0,regional_industrial_proxy,0.624,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,108761
fac_8ad22b0771,(주)아이티엠반도체 (2공장),충청북도,청주시,충청북도 청주시 청원구 오창읍 양청3길 60,power,Battery / Power,False,False,False,,,1.0,,,,431142000000000,26299,그 외 기타 전자부품 제조업 외 1 종,"이차전지보호회로, 배터리팩","웨이퍼, 몰드, 골드 와이어",대기업,300.0,13391.2,6147.86,1414.13,7561.99,B,surge,0.682,0.862,1500,50,62,5.3,190,0.91,grid_zone_49414766,0.496,0.692,10.7,0.669,0.941,0.944,0.5,0.62,1.0,regional_industrial_proxy,0.5,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,116000
fac_91e0701f06,(주)에코프로비엠 (3공장),충청북도,청주시,충청북도 청주시 청원구 오창읍 2산단로 100,power,Battery / Power,False,False,False,,,1.0,,,,437102000000000,28202,축전지 제조업,리튬전지용 양극화물질,"니켈, 코발트, 망간",대기업,400.0,17476.5,33618.51,10074.51,43693.02,B,surge,0.698,0.892,1675,56,70,5.3,150,0.917,grid_zone_49414766,0.496,0.692,5.7,0.669,0.987,0.992,0.501,0.62,1.0,ngms_company_direct,0.501,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,115303
fac_a7c39b4765,(주)엘지화학청주공장,충청북도,청주시,"충청북도 청주시 흥덕구 백봉로 39 (송정동, LG화학) (총 11 필지)",power,Battery / Power,False,False,False,,,1.0,,,,110111000000000,28202,축전지 제조업 외 9 종,"전지, 필름, 광학소재, R/O필터","편광판액상, MEK, 코팅액, DMF, 부직포류(필터원판)",대기업,1310.0,350781.0,205092.33,66211.15,271303.48,B,surge,0.673,0.832,1600,53,66,5.4,140,0.899,grid_zone_49414766,0.49,0.696,24.8,0.563,0.997,1.0,0.48,0.62,1.0,regional_industrial_proxy,0.48,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,115567
fac_91c24dafa3,(주)대성환경건설,강원도,강릉시,강원도 강릉시 주문진읍 농공단지길 28-32 (총 2 필지),propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,421502000000000,25111,"금속 문, 창, 셔터 및 관련제품 제조업 외 10 종","액체,기체여과기,수중모터펌프,모터펌프,송풍기,교반기,스크린,협잡물처리기,부상조,탈수기,탈취기,감속기","모터,코일,베어링,리데나,체인",소기업,19.0,3276.0,813.15,669.57,1482.72,C,backup,0.558,0.862,3800,127,154,4.1,440,0.903,grid_zone_c633d1f6,0.446,0.723,12.4,0.669,0.697,0.496,0.466,0.62,1.0,regional_industrial_proxy,0.466,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,101212
fac_1d8ca5b561,(주)네오티스,경기도,안성시,경기도 안성시 죽산면 용대길 38-9 (총 2 필지),propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,415502000000000,26299,그 외 기타 전자부품 제조업 외 2 종,"라우터, 모터샤프트, 마이크로드릴","초경합금, 텅스텐카바이트",중기업,235.0,13541.6,8176.39,3599.33,11775.72,B,surge,0.651,0.832,4475,149,184,4.2,560,0.914,grid_zone_bfcc2516,0.731,0.547,22.8,0.563,0.906,0.904,0.573,0.62,1.0,regional_industrial_proxy,0.573,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,63873
fac_4aeb6288f1,(주)아모텍,경기도,평택시,경기도 평택시 포승읍 평택항로184번길 27,propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,412202000000000,26299,그 외 기타 전자부품 제조업 외 1 종,BLDC Motor외,ND Magnet외,중기업,195.0,13204.8,8817.57,4973.25,13790.82,B,surge,0.648,0.832,4600,153,189,4.2,380,0.92,grid_zone_bfcc2516,0.731,0.547,7.3,0.563,0.918,0.873,0.573,0.62,1.0,regional_industrial_proxy,0.573,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,72019
fac_e67713f287,(주)에스씨디,경기도,용인시,경기도 용인시 처인구 남사면 형제로17번길 21,propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,414702000000000,28121,"전기회로 개폐, 보호장치 제조업 외 3 종","전동기모타, 타임스위치, 휀모타,BLDC모터",,대기업,323.0,9056.0,4595.3,3458.95,8054.25,B,surge,0.673,0.842,4950,165,205,4.2,490,0.908,grid_zone_bfcc2516,0.737,0.543,10.4,0.629,0.936,0.957,0.594,0.62,0.889,regional_industrial_proxy,0.594,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,36641
fac_6884b83922,(주)원진일렉트로닉스,경기도,화성시,경기도 화성시 향남읍 우등길 27-5 (총 3 필지),propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,415902000000000,30399,그 외 자동차용 신품 부품 제조업 외 3 종,"자동차용부품(온습도센서,BLDC모터)",시바우라 소자,중기업,116.0,6202.0,3583.77,1074.27,4658.04,B,surge,0.646,0.862,4875,162,201,4.1,440,0.902,grid_zone_bfcc2516,0.737,0.543,5.9,0.669,0.826,0.788,0.594,0.62,1.0,regional_industrial_proxy,0.594,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,72483
fac_083c0288da,대화기전(주),경기도,안산시,"경기도 안산시 단원구 엠티브이22로92번길 23, 시화MTV 4사 801 (성곡동)",propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,412732000000000,28111,전동기 및 발전기 제조업,"전기모터(DC, AC, BLDC)","코일, 베어링, 규소강판 등",중기업,63.0,4771.0,5093.72,1864.48,6958.2,B,surge,0.634,0.862,4700,157,193,4.1,560,0.915,grid_zone_bfcc2516,0.737,0.543,16.5,0.669,0.856,0.688,0.594,0.62,1.0,regional_industrial_proxy,0.594,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,54803
fac_df3d5b6432,상훈전기,경기도,시흥시,"경기도 시흥시 마유로132번길 56, 3라 708 (정왕동)",propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,413902000000000,28111,전동기 및 발전기 제조업,DC모터,,소기업,3.0,1654.3,528.0,0.0,528.0,C,backup,0.459,0.797,3000,100,119,4.2,380,0.897,grid_zone_bfcc2516,0.728,0.549,18.4,0.5,0.633,0.229,0.562,0.62,0.889,regional_industrial_proxy,0.562,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,93722
fac_b9b6abc2fa,한국보우모터스 주식회사,경기도,평택시,경기도 평택시 오성면 양교6길 88,propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,412202000000000,30310,자동차 엔진용 신품 부품 제조업 외 1 종,스타트모터 알터네이터,,중기업,114.0,6673.3,1912.2,665.64,2577.84,C,backup,0.601,0.842,3950,132,161,4.2,470,0.919,grid_zone_bfcc2516,0.737,0.543,8.8,0.569,0.778,0.785,0.594,0.62,0.889,regional_industrial_proxy,0.594,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,65135
fac_af17d777fb,대상공업,경상남도,진주시,경상남도 진주시 솔밭로56번길 21 (상평동) (총 2 필지),propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,481702000000000,29210,농업 및 임업용 기계 제조업,"전동기모터축,전동감속기 및 그부품","환봉,주물",소기업,26.0,3298.9,1555.96,852.68,2408.64,C,backup,0.576,0.862,3850,128,156,4.1,210,0.913,grid_zone_a1097f3c,0.468,0.71,12.6,0.669,0.74,0.545,0.484,0.62,1.0,regional_industrial_proxy,0.484,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,169512
fac_7f2271c9dd,에이지테크(주),경상남도,창원시,"경상남도 창원시 마산회원구 자유무역3길 211, 3동 1층 4층 일부 (양덕동, 표준공장)",propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,481272000000000,30310,자동차 엔진용 신품 부품 제조업 외 1 종,"전동.기계식 워터펌프, 친환경자동차용BLDC모터",,중기업,52.0,0.0,7565.0,0.0,7565.0,C,backup,0.58,0.822,4425,148,180,4.2,400,0.906,grid_zone_a1097f3c,0.468,0.71,5.8,0.629,0.836,0.657,0.484,0.62,0.778,regional_industrial_proxy,0.484,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,189976
fac_a361915069,하이젠 모터(주),경상남도,창원시,"경상남도 창원시 성산구 공단로473번길 57 (성산동, 하이젠모터(주))",propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,481102000000000,28111,전동기 및 발전기 제조업 외 10 종,모터,,중기업,154.0,31822.6,18405.36,47920.11,66325.47,B,surge,0.625,0.827,4525,151,186,4.2,310,0.914,grid_zone_a1097f3c,0.464,0.712,12.5,0.546,0.978,0.835,0.473,0.62,0.889,regional_industrial_proxy,0.473,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,157463
fac_0813d27406,효성중공업㈜ 창원3공장,경상남도,창원시,"경상남도 창원시 성산구 공단로 303 (웅남동, (주)효성) (총 3 필지)",propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,110111000000000,25113,육상 금속 골조 구조재 제조업 외 11 종,"전동기,감속기,산업기계","철판,축재,절연유",대기업,768.0,306744.5,93482.92,19221.25,112704.17,B,surge,0.671,0.832,4800,160,199,4.2,590,0.912,grid_zone_a1097f3c,0.461,0.714,16.1,0.563,0.997,1.0,0.463,0.62,1.0,regional_industrial_proxy,0.463,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,156794
fac_a10886c3e8,(주)귀뚜라미,경상북도,청도군,경상북도 청도군 청도읍 월곡2길 34 (청도읍),propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,174811000000000,28512,가정용 전기 난방기기 제조업 외 4 종,"보일러, 모터",강철,대기업,505.0,45628.0,23195.0,2468.98,25663.98,B,surge,0.666,0.817,4600,153,190,4.2,380,0.912,grid_zone_e6011691,0.486,0.699,17.4,0.54,0.993,1.0,0.475,0.62,1.0,regional_industrial_proxy,0.475,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,146406
fac_a031ba9d5f,(주)성화주공,경상북도,경산시,경상북도 경산시 남천면 남천로 49-19 (총 4 필지),propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,472902000000000,24311,선철주물 주조업,농기구부품 및 모터카바,"고철, 선철",소기업,12.0,6782.0,1967.03,295.17,2262.2,C,backup,0.511,0.832,3525,118,141,4.2,280,0.913,grid_zone_e6011691,0.489,0.697,14.5,0.483,0.751,0.424,0.485,0.62,1.0,regional_industrial_proxy,0.485,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,16074
fac_bc7e3d7431,(주)투엠모터스,경상북도,영천시,경상북도 영천시 북안면 임포역길 21,propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,472302000000000,30332,자동차용 신품 전기장치 제조업 외 15 종,"자동차용모터,유압기기시험기,항공기부품","SPCC,SCM435,EI-AIW(동선),알루미늄",소기업,41.0,4681.0,1400.0,772.66,2172.66,C,backup,0.575,0.862,3700,123,150,4.1,340,0.905,grid_zone_e6011691,0.495,0.693,9.0,0.609,0.733,0.619,0.506,0.62,1.0,regional_industrial_proxy,0.506,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,146261
fac_d6a4b95723,발레오전장시스템스코리아(주),경상북도,경주시,경상북도 경주시 공단로69번길 52 (황성동),propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,164711000000000,30399,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품(엔진스타트모터),"환봉,철판,에나멜 코일",대기업,980.0,62020.0,24693.69,15244.47,39938.16,B,surge,0.673,0.832,5000,167,207,4.2,270,0.907,grid_zone_e6011691,0.489,0.697,22.0,0.563,0.995,1.0,0.485,0.62,1.0,regional_industrial_proxy,0.485,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,151330
fac_c9c7e34696,(주)세신정밀,대구광역시,달성군,"대구광역시 달성군 다사읍 세천로1길 52, 성서5차사업단지내 13B 15L",propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,277102000000000,28111,전동기 및 발전기 제조업 외 1 종,BLDC모터,,중기업,141.0,9110.3,7341.46,8672.13,16013.59,B,surge,0.626,0.827,4375,146,179,4.2,240,0.913,grid_zone_9392b593,0.422,0.738,21.3,0.606,0.926,0.82,0.452,0.62,0.889,regional_industrial_proxy,0.452,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,139814
fac_ac58a3f4c3,동성정밀,대구광역시,북구,대구광역시 북구 동변로24길 56 (동변동),propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,272302000000000,29173,산업용 송풍기 및 배기장치 제조업 외 2 종,"환풍기, (농업용)난방기, 모터",,소기업,2.0,0.0,135.96,0.0,135.96,D,verification_queue,0.401,0.792,2500,83,98,4.2,250,0.9,grid_zone_9392b593,0.419,0.74,19.3,0.523,0.463,0.182,0.442,0.62,0.778,regional_industrial_proxy,0.442,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,135996
fac_a4d3f730aa,에코모터,서울특별시,금천구,"서울특별시 금천구 가산디지털2로 14, 8층 6호 (가산동, 대륭테크노타운12차)",propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,115452000000000,28119,기타 전기 변환장치 제조업 외 1 종,BLDC모터 및 구동 드라이브,,소기업,3.0,29.79,128.79,92.16,220.95,C,backup,0.471,0.873,3050,102,121,4.1,200,0.931,grid_zone_3964bd52,0.517,0.679,20.5,0.676,0.508,0.229,0.479,0.62,0.889,regional_industrial_proxy,0.479,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,188705
fac_d1da85bcf5,(주)나우테크,인천광역시,미추홀구,"인천광역시 미추홀구 주염로73번길 38 (주안동, 나우테크)",propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,124311000000000,28909,그 외 기타 전기장비 제조업 외 7 종,"전기용접기,감속기,콤프레샤","구리,철",중기업,160.0,16613.0,9319.0,5029.55,14348.55,B,surge,0.629,0.832,4625,154,190,4.2,320,0.904,grid_zone_4f20da2a,0.457,0.717,18.4,0.563,0.923,0.841,0.453,0.62,1.0,regional_industrial_proxy,0.453,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,98127
fac_ae8a9b41b2,(주)삼양감속기,인천광역시,남동구,"인천광역시 남동구 은봉로 44, 25블럭 3로트 (논현동)",propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,120111000000000,29142,기어 및 동력전달장치 제조업 외 1 종,감속기,베어링,중기업,213.0,9792.0,9730.1,4853.06,14583.16,B,surge,0.644,0.847,4425,148,182,4.1,520,0.899,grid_zone_4f20da2a,0.46,0.715,18.4,0.586,0.922,0.888,0.464,0.62,1.0,regional_industrial_proxy,0.464,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,96024
fac_556f1aeb9b,(주)에스엠알 효상,인천광역시,부평구,인천광역시 부평구 청천동 383-1번지,propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,282372000000000,30399,그 외 자동차용 신품 부품 제조업 외 3 종,"자동차 백밀러, 구동장치","ABS, NYLON",중기업,97.0,3891.0,4189.837,2928.635,7118.472,C,backup,0.603,0.832,4025,134,164,4.2,320,0.913,grid_zone_4f20da2a,0.457,0.717,5.1,0.563,0.854,0.759,0.453,0.62,1.0,regional_industrial_proxy,0.453,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,91972
fac_496dda5a33,(주)에스피지,인천광역시,연수구,인천광역시 연수구 송도과학로16번길 13-30 (송도동),propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,281852000000000,28111,전동기 및 발전기 제조업 외 1 종,"동력용모터, 유성감속기",,중기업,145.0,7691.1,2158.73,4472.2,6630.93,B,surge,0.621,0.842,4450,148,182,4.2,460,0.899,grid_zone_4f20da2a,0.463,0.713,5.3,0.629,0.848,0.825,0.474,0.62,0.889,regional_industrial_proxy,0.474,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,97387
fac_c8932790b4,(주)에스피지,인천광역시,남동구,"인천광역시 남동구 청능대로289번길 45, 67블럭 4로트 (고잔동) (총 2 필지)",propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,124311000000000,28111,전동기 및 발전기 제조업 외 2 종,소형정밀 기어모터,"환봉,동선",대기업,330.0,8496.4,7707.78,5489.59,13197.37,B,surge,0.653,0.832,4375,146,180,4.2,530,0.913,grid_zone_4f20da2a,0.457,0.717,9.1,0.563,0.943,0.96,0.453,0.62,1.0,regional_industrial_proxy,0.453,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,97386
fac_2a64fe1bb2,(주)에이치에스지,인천광역시,서구,인천광역시 서구 북항로32번길 76 (원창동) (총 2 필지),propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,282602000000000,28111,전동기 및 발전기 제조업 외 4 종,".DC.BLDC.기어모터,로봇용모터","코어,다이캐스팅",소기업,44.0,4628.0,2146.62,4684.02,6830.64,C,backup,0.605,0.862,4225,141,173,4.1,520,0.929,grid_zone_4f20da2a,0.463,0.713,16.0,0.669,0.825,0.63,0.474,0.62,1.0,regional_industrial_proxy,0.474,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,92544
fac_e0b53a21c4,(주)동해기계항공 제1공장,충청남도,공주시,충청남도 공주시 신풍면 고도평말길 175 (총 6 필지),propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,161211000000000,31311,"유인 항공기, 항공우주선 및 보조장치 제조업 외 10 종","활주로안정장비일채및부품,소형크레인, 항공기시동용 전동기, 발전기, 항공기시동용 전기모터,트럭기중기차",철,중기업,73.0,65323.0,9075.64,7434.98,16510.62,B,surge,0.63,0.832,4150,138,170,4.2,270,0.918,grid_zone_2d0a6a6a,0.601,0.627,21.7,0.563,0.954,0.712,0.597,0.62,1.0,regional_industrial_proxy,0.597,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,109640
fac_5e0ed24c76,(주)맥슨모터매뉴팩처링,충청남도,천안시,충청남도 천안시 동남구 성남면 용원3길 26,propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,441302000000000,28111,전동기 및 발전기 제조업,"고벙밀드라이브,모터","전선,구리선,고정자,자석,회전자,모터프렌지(상.하),회로기판",소기업,35.0,7995.0,1716.9,2321.29,4038.19,C,backup,0.594,0.862,3850,128,157,4.1,410,0.917,grid_zone_2d0a6a6a,0.607,0.624,20.0,0.609,0.786,0.593,0.618,0.62,1.0,regional_industrial_proxy,0.618,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,110085
fac_163be2959d,(주)성일,충청남도,아산시,충청남도 아산시 음봉면 연암산로 52 ((주)SB테크),propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,442002000000000,28111,전동기 및 발전기 제조업,모터,,소기업,30.0,2780.0,836.99,476.38,1313.37,C,backup,0.529,0.797,3800,127,153,4.2,470,0.915,grid_zone_2d0a6a6a,0.598,0.629,10.1,0.5,0.687,0.568,0.587,0.62,0.889,regional_industrial_proxy,0.587,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,104852
fac_2980ed5ec0,(주)포스코인터내셔널 TMC사업부 천안사업장,충청남도,천안시,충청남도 천안시 서북구 직산읍 군수1길 115 (직산읍) (총 6 필지),propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,441302000000000,28111,전동기 및 발전기 제조업 외 5 종,"CORE류,규소강대,모터코아","규소강판,전기강판",중기업,120.0,49662.0,13200.07,6164.51,19364.58,B,surge,0.644,0.832,4400,147,181,4.2,500,0.91,grid_zone_2d0a6a6a,0.601,0.627,22.2,0.563,0.956,0.794,0.597,0.62,1.0,regional_industrial_proxy,0.597,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,106464
fac_1b2d96e204,디와이오토(주),충청남도,아산시,충청남도 아산시 도고면 도고면로 48-23 (총 2 필지),propulsion,Motor / Propulsion,False,False,False,,,1.0,,,,442002000000000,30332,자동차용 신품 전기장치 제조업 외 4 종,자동차용 DC모터,"E/BRACKET, ASS'Y, FRAME",대기업,390.0,39677.2,9261.0,17384.54,26645.54,B,surge,0.683,0.832,4800,160,199,4.2,580,0.898,grid_zone_2d0a6a6a,0.601,0.627,17.3,0.563,0.987,0.988,0.597,0.62,1.0,regional_industrial_proxy,0.597,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,110064
fac_cb50eed1fd,(주)신안포장,경기도,김포시,경기도 김포시 양촌읍 황금로166번길 38 (총 2 필지),qa_packaging,Test / Packaging,False,False,False,,,1.0,,,,415702000000000,17212,골판지 상자 및 가공제품 제조업 외 2 종,"포장용골판지상자,기타인쇄","골판지,마니라용지",소기업,25.0,4981.2,3018.0,450.0,3468.0,C,backup,0.603,0.893,3450,115,141,2.0,340,0.907,grid_zone_bfcc2516,0.654,0.595,3.5,0.716,0.787,0.539,0.55,0.62,1.0,regional_industrial_proxy,0.55,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,83054
