factory_id,company_name,province,city,address_public,part_category,part_label,is_priority_assembly_seed,is_core_operating_assembly,is_reserve_assembly_seed,assembly_operating_status,assembly_node_role,priority_weight,priority_role,priority_site_label,priority_site_type,factory_manage_no,industry_code,industry_name,product_text,raw_materials_text,factory_size_label,employee_total,land_area_m2,manufacturing_area_m2,auxiliary_area_m2,building_area_m2,capacity_tier,recommended_role,capacity_index,capacity_confidence,predicted_output_units_30d,nominal_daily_output_units,surge_daily_output_units,setup_days_estimate,min_batch_units,estimated_yield_rate,grid_zone_id,grid_dependency_score,outage_output_multiplier,estimated_backup_hours,production_fit_score,physical_scale_score,workforce_score,energy_operating_scale_score,logistics_access_score,data_completeness_score,energy_match_type,energy_capacity_evidence_score,missing_evidence,source,source_row
fac_bc7e58b68d,(주)일흥,경기도,포천시,경기도 포천시 동교동 505 외 6필지,airframe,Airframe / Materials,False,False,False,,,1.0,,,,111511000000000,30399,그 외 자동차용 신품 부품 제조업 외 2 종,"제동장치및부분품, 강화플라스틱 구성품,금형제조",PP,중기업,240.0,21477.0,7545.64,5531.13,13076.77,B,surge,0.684,0.862,2975,99,123,3.7,280,0.915,grid_zone_bfcc2516,0.705,0.563,10.3,0.669,0.916,0.908,0.602,0.62,1.0,regional_industrial_proxy,0.602,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,59528
fac_4b5f75efa3,(주)파트라,경기도,용인시,경기도 용인시 처인구 완장천로 118 -22(남사면),airframe,Airframe / Materials,False,False,False,,,1.0,,,,414612000000000,32091,금속 가구 제조업 외 4 종,"사무용가구, 사무용가구부품, 목재가구, 금형 및 금형용 부품","금속(철제), 플라스틱 사출품, 섬유(원단, 천), 스펀지, 목재(상판), 알루미늄 등",중기업,116.0,18760.0,11453.59,6297.83,17751.42,B,surge,0.684,0.832,3100,103,129,3.8,250,0.905,grid_zone_bfcc2516,0.698,0.567,23.2,0.743,0.942,0.788,0.581,0.62,1.0,regional_industrial_proxy,0.581,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,42359
fac_72253f4176,동일정밀,경기도,군포시,경기도 군포시 고산로118번길 13 (당정동),airframe,Airframe / Materials,False,False,False,,,1.0,,,,414102000000000,29294,주형 및 금형 제조업,플라스틱 사출용 금형,금형강,소기업,7.0,516.0,222.0,45.0,267.0,C,backup,0.55,0.893,2275,76,92,3.6,280,0.914,grid_zone_bfcc2516,0.711,0.559,20.2,0.776,0.545,0.344,0.623,0.62,1.0,regional_industrial_proxy,0.623,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,29008
fac_3a010122df,본하이테크(주),경기도,화성시,경기도 화성시 마도면 마도공단로6길 46-13,airframe,Airframe / Materials,False,False,False,,,1.0,,,,415902000000000,29294,주형 및 금형 제조업 외 5 종,"금형, 자동차부품, 신소재",,소기업,48.0,2745.0,1979.09,330.0,2309.09,C,backup,0.558,0.812,2325,78,94,3.8,270,0.923,grid_zone_bfcc2516,0.698,0.567,15.6,0.523,0.746,0.644,0.581,0.62,0.889,regional_industrial_proxy,0.581,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,53570
fac_c647d0865d,에이테크솔루션(주),경기도,화성시,경기도 화성시 정남면 가장로 277,airframe,Airframe / Materials,False,False,False,,,1.0,,,,415902000000000,26299,그 외 기타 전자부품 제조업 외 11 종,"금형,사출제품,플라스틱제품",,중기업,275.0,32176.0,11954.52,3434.4,15388.92,B,surge,0.7,0.873,3375,112,140,3.7,380,0.913,grid_zone_bfcc2516,0.711,0.559,8.1,0.736,0.942,0.93,0.623,0.62,0.889,regional_industrial_proxy,0.623,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,37612
fac_94c213e613,정일금형정공(주),경기도,군포시,경기도 군포시 산본로48번길 54 (당정동) (총 2 필지),airframe,Airframe / Materials,False,False,False,,,1.0,,,,414102000000000,29294,주형 및 금형 제조업 외 1 종,"금형, 플라스틱 사출물","MOLD,BASE,RISIN(ABS,PE,PP), SM-45C",소기업,38.0,2431.0,1377.43,450.81,1828.24,B,surge,0.639,0.923,2950,98,121,3.6,290,0.908,grid_zone_bfcc2516,0.717,0.555,18.0,0.822,0.715,0.606,0.643,0.62,1.0,regional_industrial_proxy,0.643,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,31845
fac_4ffe268ca6,(주)한국카본,경상남도,밀양시,경상남도 밀양시 부북면 춘화로 85 (총 8 필지),airframe,Airframe / Materials,False,False,False,,,1.0,,,,180111000000000,23121,"1차 유리제품, 유리섬유 및 광학용 유리 제조업 외 5 종","탄소섬유,유리섬유",유리섬유,대기업,414.0,44277.0,21633.7,9095.84,30729.54,B,surge,0.684,0.862,3325,111,138,3.7,330,0.914,grid_zone_a1097f3c,0.435,0.73,5.9,0.609,0.993,0.998,0.492,0.62,1.0,regional_industrial_proxy,0.492,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,164393
fac_a05baacbd9,(주)승우,경상북도,구미시,경상북도 구미시 1공단로4길 141-37 (공단동),airframe,Airframe / Materials,False,False,False,,,1.0,,,,471902000000000,29294,주형 및 금형 제조업,플라스틱 사출금형,금속,중기업,51.0,0.0,1827.31,1285.29,3112.6,C,backup,0.615,0.873,2875,96,118,3.7,340,0.908,grid_zone_e6011691,0.468,0.71,25.9,0.776,0.733,0.654,0.534,0.62,0.889,regional_industrial_proxy,0.534,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,147462
fac_82ab4f0707,대성플라스틱,경상북도,김천시,경상북도 김천시 어모면 남산리 2050번지,airframe,Airframe / Materials,False,False,False,,,1.0,,,,471502000000000,23999,그 외 기타 분류 안된 비금속 광물제품 제조업 외 1 종,플라스틱 금형사출,"HPPE, PP",소기업,10.0,9109.1,1498.84,1724.86,3223.7,C,backup,0.603,0.923,2425,81,99,3.6,260,0.928,grid_zone_e6011691,0.475,0.706,19.3,0.822,0.771,0.397,0.555,0.62,1.0,regional_industrial_proxy,0.555,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,146905
fac_bcb738a9ef,대진산업,경상북도,경주시,경상북도 경주시 외동읍 별미길 35-50,airframe,Airframe / Materials,False,False,False,,,1.0,,,,471302000000000,30399,그 외 자동차용 신품 부품 제조업 외 3 종,자동차용 플라스틱 사출품,"PP, ABS",소기업,19.0,1884.0,888.23,84.48,972.71,C,backup,0.559,0.862,2450,82,99,3.7,290,0.928,grid_zone_e6011691,0.462,0.714,17.0,0.669,0.673,0.496,0.514,0.62,1.0,regional_industrial_proxy,0.514,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,150694
fac_43edae06c8,서진산업(주) 경주공장,경상북도,경주시,경상북도 경주시 외동읍 구어2산단로 90 (총 2 필지),airframe,Airframe / Materials,False,False,False,,,1.0,,,,471302000000000,30320,자동차 차체용 신품 부품 제조업,"자동차 샤시프레임, 차체부품, 전착도장품, 금형",철판,중기업,255.0,66041.2,42876.47,3221.83,46098.3,B,surge,0.687,0.862,3100,103,129,3.7,310,0.928,grid_zone_e6011691,0.462,0.714,25.5,0.669,0.983,0.918,0.514,0.62,1.0,regional_industrial_proxy,0.514,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,151084
fac_f635077c6b,플라스틱옴니엄(주),경상북도,경주시,경상북도 경주시 천강로 534-48 (강동면),airframe,Airframe / Materials,False,False,False,,,1.0,,,,171211000000000,30399,그 외 자동차용 신품 부품 제조업 외 3 종,"플라스틱연료탱크,플라스틱흡기다지관",고밀도폴로에칠렌,대기업,360.0,51949.0,9563.2,9796.69,19359.89,B,surge,0.678,0.862,3000,100,124,3.7,340,0.929,grid_zone_e6011691,0.462,0.714,11.3,0.609,0.966,0.975,0.514,0.62,1.0,regional_industrial_proxy,0.514,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,151076
fac_cc1c9e0bfe,(주)델타금형컴퍼니,광주광역시,광산구,광주광역시 광산구 평동산단로 225-34 (옥동),airframe,Airframe / Materials,False,False,False,,,1.0,,,,292002000000000,22299,그 외 기타 플라스틱 제품 제조업 외 1 종,"플라스틱사출품, 금형","플라스틱 resin, 몰드베이스 등",소기업,5.0,1652.0,1078.0,413.0,1491.0,C,backup,0.567,0.923,2300,77,93,3.6,130,0.932,grid_zone_eb82a68b,0.401,0.751,18.6,0.822,0.695,0.297,0.509,0.62,1.0,regional_industrial_proxy,0.509,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,179434
fac_0d7b9f0444,울산알루미늄(주),울산광역시,남구,울산광역시 남구 부두로 393 (여천동),airframe,Airframe / Materials,False,False,False,,,1.0,,,,311402000000000,24212,"알루미늄 제련, 정련 및 합금 제조업",알루미늄 압연제품,알루미늄,대기업,599.0,372605.0,111878.731,24175.02,136053.751,B,surge,0.693,0.892,3075,102,128,3.6,380,0.928,grid_zone_79012109,0.482,0.701,12.3,0.609,0.997,1.0,0.557,0.62,1.0,ngms_company_direct,0.557,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,133614
fac_14a678e0c4,(주)일야,인천광역시,남동구,"인천광역시 남동구 은봉로 129, 49블럭 4로트 (논현동)",airframe,Airframe / Materials,False,False,False,,,1.0,,,,110111000000000,29294,주형 및 금형 제조업 외 2 종,플라스틱사출 금형,ABS,중기업,175.0,6602.5,4364.44,5090.64,9455.08,B,surge,0.683,0.893,3225,108,134,3.6,220,0.912,grid_zone_4f20da2a,0.437,0.729,10.2,0.776,0.88,0.856,0.503,0.62,1.0,regional_industrial_proxy,0.503,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,96067
fac_2c18f288aa,주식회사 신성기업,전라남도,장성군,전라남도 장성군 진원면 진남2로 405,airframe,Airframe / Materials,False,False,False,,,1.0,,,,468802000000000,25111,"금속 문, 창, 셔터 및 관련제품 제조업 외 1 종",알루미늄 샷시창호,"알루미늄 샷시바, 부속자재",소기업,7.0,1152.0,499.8,0.0,499.8,C,backup,0.495,0.832,2050,68,82,3.8,130,0.897,grid_zone_99e45246,0.434,0.731,5.1,0.563,0.619,0.344,0.497,0.62,1.0,regional_industrial_proxy,0.497,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,177837
fac_7535e7d481,(주)데크카본,전라북도,전주시,전라북도 전주시 덕진구 운암로 30,airframe,Airframe / Materials,False,False,False,,,1.0,,,,451132000000000,31322,항공기용 부품 제조업 외 1 종,"항공기, 자동차 탄소복합재 부품",탄소섬유,소기업,42.0,13187.3,4458.5,1109.7,5568.2,C,backup,0.619,0.893,2875,96,118,3.6,340,0.906,grid_zone_fabab736,0.41,0.746,7.8,0.716,0.827,0.622,0.506,0.62,1.0,regional_industrial_proxy,0.506,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,186424
fac_62d7d9da1f,(주)에이엠피테크,전라북도,전주시,"전라북도 전주시 덕진구 반룡로 110, 알앤디동 1층 (팔복동2가)",airframe,Airframe / Materials,False,False,False,,,1.0,,,,451132000000000,25924,절삭가공 및 유사처리업 외 12 종,"브레이크디스크용부시, 승용차용 경량알루미늄휠 등","SUS 410, AIuminum 6061",소기업,5.0,796.2,202.0,86.48,288.48,C,backup,0.455,0.832,1850,62,73,3.8,110,0.923,grid_zone_fabab736,0.397,0.754,18.1,0.483,0.572,0.297,0.464,0.62,1.0,regional_industrial_proxy,0.464,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,182105
fac_28241c338b,(주)국영지앤엠,충청남도,천안시,충청남도 천안시 동남구 성남면 용원리 297번지 외 1필지,airframe,Airframe / Materials,False,False,False,,,1.0,,,,441312000000000,23112,안전유리 제조업 외 2 종,"복층,접합,강화,면취,특수,방탄유리,플라스틱창호","판유리, 플라스틱 창호 프레임",중기업,250.0,32499.0,10843.08,4870.67,15713.75,B,surge,0.677,0.832,3075,102,127,3.8,370,0.907,grid_zone_2d0a6a6a,0.568,0.648,12.8,0.623,0.936,0.914,0.605,0.62,1.0,regional_industrial_proxy,0.605,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,103437
fac_ff5f895916,(주)삼우코리아,충청남도,당진시,"충청남도 당진시 합덕읍 합덕산단2로 87, 합덕일반산업단지 (석우리1135, 소소리624) (합덕읍) (총 2 필지)",airframe,Airframe / Materials,False,False,False,,,1.0,,,,448302000000000,29294,주형 및 금형 제조업,플라스틱사출금형,몰드베이스,중기업,231.0,40183.6,8622.65,10721.59,19344.24,B,surge,0.713,0.877,3350,112,140,3.7,290,0.924,grid_zone_2d0a6a6a,0.577,0.642,20.0,0.752,0.951,0.901,0.636,0.62,1.0,regional_industrial_proxy,0.636,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,103646
fac_b5a9465c28,(주)일진유니스코,충청남도,당진시,충청남도 당진시 고대면 슬항리 10-1번지 외 17필지,airframe,Airframe / Materials,False,False,False,,,1.0,,,,442702000000000,22223,플라스틱 창호 제조업 외 3 종,"알루미늄 커튼월, 플라스틱 커튼월",,대기업,300.0,80003.0,18984.66,4439.44,23424.1,B,surge,0.686,0.842,2975,99,123,3.7,260,0.914,grid_zone_2d0a6a6a,0.574,0.644,20.2,0.629,0.996,0.944,0.626,0.62,0.889,regional_industrial_proxy,0.626,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,102817
fac_2a0a6d1f44,(주)하나금형,충청남도,당진시,충청남도 당진시 송악읍 순성로 777-16,airframe,Airframe / Materials,False,False,False,,,1.0,,,,442702000000000,29294,주형 및 금형 제조업,플라스틱 사출용 금형,,소기업,6.0,829.0,829.0,0.0,829.0,C,backup,0.563,0.903,2525,84,102,3.6,240,0.93,grid_zone_2d0a6a6a,0.587,0.636,17.2,0.782,0.662,0.322,0.667,0.62,0.889,regional_industrial_proxy,0.667,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,102902
fac_f431574550,(주)우진플라임,충청북도,보은군,충청북도 보은군 장안면 우진플라임로 100,airframe,Airframe / Materials,False,False,False,,,1.0,,,,437202000000000,29292,"고무, 화학섬유 및 플라스틱 성형기 제조업 외 2 종",사출성형기,주물 및 철판,대기업,716.0,357735.7,113588.76,17264.21,130852.97,B,surge,0.681,0.817,2850,95,118,3.8,350,0.917,grid_zone_49414766,0.427,0.735,8.1,0.6,0.997,1.0,0.471,0.62,1.0,regional_industrial_proxy,0.471,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,117536
fac_priority_115bd4ae5d,두산모빌리티이노베이션 / DMI,경기도,용인시,경기도 용인시 수지구 수지로112번길 10,drone_assembly,Drone / Final Assembly,True,True,False,core_operating,peacetime_final_assembly_factory,1.95,drone_final_assembly_primary,두산기술원,기술원 / 사업장,priority_drone_assembly_dmi_yongin,31322,무인기 및 항공우주 부품 조립 후보,"두산기술원 드론 완성품 조립, 무인기 통합, UAV 생산기지","배터리, 모터, 전자부품, 하네스, 복합재, 포장재",기술원 / 사업장,,,,,,B,surge,0.78,0.76,980,33,41,4.7,110,0.891,grid_zone_bfcc2516,0.72,0.554,21.8,0.767,0.0,0.0,0.587,0.72,0.556,regional_industrial_proxy,0.587,public employee/workforce count | public land/building/manufacturing area | equipment inventory | spare line capacity | shift availability | component QA certification | material inventory | live line availability | current assembly workforce | factory-level ERP/MES output,attached_domestic_drone_production_base_addresses_20260704,-9
fac_priority_a88e092d3c,두산모빌리티이노베이션 / DMI,경기도,화성시,경기도 화성시 향남읍 제약단지로 75,drone_assembly,Drone / Final Assembly,True,False,True,reserve_standby,reserve_final_assembly_conversion_candidate,1.9,drone_final_assembly_reserve,화성 사업장,사업장,priority_drone_assembly_dmi_hwaseong,31322,무인기 및 항공우주 부품 조립 후보,"화성 사업장 드론 완성품 조립, 무인기 통합, UAV 생산기지","배터리, 모터, 전자부품, 하네스, 복합재, 포장재",사업장,,,,,,B,standby_reserve,0.62,0.68,920,31,38,4.9,110,0.906,grid_zone_bfcc2516,0.718,0.555,10.6,0.756,0.0,0.0,0.581,0.62,0.556,regional_industrial_proxy,0.581,public employee/workforce count | public land/building/manufacturing area | equipment inventory | spare line capacity | shift availability | component QA certification | material inventory | live line availability | current assembly workforce | factory-level ERP/MES output,attached_domestic_drone_production_base_addresses_20260704,-17
fac_priority_dcd57f44db,아쎄따 / ASSETTA,경기도,고양시,"경기도 고양시 덕양구 화랑로 57-27, 고양드론앵커센터 301호",drone_assembly,Drone / Final Assembly,True,False,True,reserve_standby,reserve_final_assembly_conversion_candidate,1.65,drone_final_assembly_reserve,고양 본사,본사,priority_drone_assembly_assetta_goyang,31322,무인기 및 항공우주 부품 조립 후보,"고양 본사 드론 완성품 조립, 무인기 통합, UAV 생산기지","배터리, 모터, 전자부품, 하네스, 복합재, 포장재",본사,,,,,,C,standby_reserve,0.62,0.6,620,21,25,5.1,50,0.873,grid_zone_bfcc2516,0.711,0.559,22.5,0.709,0.0,0.0,0.555,0.62,0.556,regional_industrial_proxy,0.555,public employee/workforce count | public land/building/manufacturing area | equipment inventory | spare line capacity | shift availability | component QA certification | material inventory | live line availability | current assembly workforce | factory-level ERP/MES output,attached_domestic_drone_production_base_addresses_20260704,-21
fac_priority_a2d8939ba2,유비파이 / UVify,경기도,의왕시,"경기도 의왕시 오봉산단3로 32, 데카빌딩",drone_assembly,Drone / Final Assembly,True,True,False,core_operating,peacetime_final_assembly_factory,2.2,drone_final_assembly_primary,의왕 연구소 / 생산기지,연구소 / 생산기지,priority_drone_assembly_uvify_uiwang,31322,무인기 및 항공우주 부품 조립 후보,"의왕 연구소 / 생산기지 드론 완성품 조립, 무인기 통합, UAV 생산기지","배터리, 모터, 전자부품, 하네스, 복합재, 포장재",연구소 / 생산기지,,,,,,A,primary,0.78,0.84,1200,40,51,4.6,150,0.911,grid_zone_bfcc2516,0.727,0.549,22.8,0.814,0.0,0.0,0.609,0.72,0.556,regional_industrial_proxy,0.609,public employee/workforce count | public land/building/manufacturing area | equipment inventory | spare line capacity | shift availability | component QA certification | material inventory | live line availability | current assembly workforce | factory-level ERP/MES output,attached_domestic_drone_production_base_addresses_20260704,-2
fac_priority_2a8852932a,파블로항공 / PABLO AIR,경기도,김포시,경기도 김포시 양촌읍 황금1로80번길 55,drone_assembly,Drone / Final Assembly,True,False,True,reserve_standby,reserve_final_assembly_conversion_candidate,2.25,drone_final_assembly_reserve,김포 제조센터,Manufacturing Center,priority_drone_assembly_pablo_air_gimpo,31322,무인기 및 항공우주 부품 조립 후보,"김포 제조센터 드론 완성품 조립, 무인기 통합, UAV 생산기지","배터리, 모터, 전자부품, 하네스, 복합재, 포장재",Manufacturing Center,,,,,,B,standby_reserve,0.62,0.79,1320,44,54,4.7,90,0.893,grid_zone_bfcc2516,0.728,0.549,17.9,0.819,0.0,0.0,0.613,0.62,0.556,regional_industrial_proxy,0.613,public employee/workforce count | public land/building/manufacturing area | equipment inventory | spare line capacity | shift availability | component QA certification | material inventory | live line availability | current assembly workforce | factory-level ERP/MES output,attached_domestic_drone_production_base_addresses_20260704,-13
fac_priority_f1709ef7e1,프리뉴 / PRENEU,경기도,안산시,경기도 안산시 단원구 산단로 325 스마트스퀘어 1400,drone_assembly,Drone / Final Assembly,True,True,False,core_operating,peacetime_final_assembly_factory,2.2,drone_final_assembly_primary,안산 Manufacturing Center,Manufacturing Center,priority_drone_assembly_preneu_ansan,31322,무인기 및 항공우주 부품 조립 후보,"안산 Manufacturing Center 드론 완성품 조립, 무인기 통합, UAV 생산기지","배터리, 모터, 전자부품, 하네스, 복합재, 포장재",Manufacturing Center,,,,,,A,primary,0.78,0.84,1280,43,54,4.6,150,0.904,grid_zone_bfcc2516,0.727,0.549,23.3,0.814,0.0,0.0,0.61,0.72,0.556,regional_industrial_proxy,0.61,public employee/workforce count | public land/building/manufacturing area | equipment inventory | spare line capacity | shift availability | component QA certification | material inventory | live line availability | current assembly workforce | factory-level ERP/MES output,attached_domestic_drone_production_base_addresses_20260704,-6
fac_priority_370a54ec3d,파블로항공 / PABLO AIR,경상남도,창원시,경상남도 창원시 의창구 죽전로 85,drone_assembly,Drone / Final Assembly,True,False,True,reserve_standby,reserve_final_assembly_conversion_candidate,2.15,drone_final_assembly_reserve,창원 의창 제조기반,Manufacturing Center,priority_drone_assembly_pablo_air_changwon_uichang,31322,무인기 및 항공우주 부품 조립 후보,"창원 의창 제조기반 드론 완성품 조립, 무인기 통합, UAV 생산기지","배터리, 모터, 전자부품, 하네스, 복합재, 포장재",Manufacturing Center,,,,,,B,standby_reserve,0.62,0.76,1160,39,48,4.7,120,0.892,grid_zone_a1097f3c,0.456,0.717,8.2,0.802,0.0,0.0,0.494,0.62,0.556,regional_industrial_proxy,0.494,public employee/workforce count | public land/building/manufacturing area | equipment inventory | spare line capacity | shift availability | component QA certification | material inventory | live line availability | current assembly workforce | factory-level ERP/MES output,attached_domestic_drone_production_base_addresses_20260704,-14
fac_priority_058abeb837,파블로항공 / PABLO AIR,경상남도,창원시,경상남도 창원시 성산구 곰절길 28번길 2,drone_assembly,Drone / Final Assembly,True,False,True,reserve_standby,reserve_final_assembly_conversion_candidate,2.15,drone_final_assembly_reserve,창원 성산 제조기반,Manufacturing Center,priority_drone_assembly_pablo_air_changwon_seongsan,31322,무인기 및 항공우주 부품 조립 후보,"창원 성산 제조기반 드론 완성품 조립, 무인기 통합, UAV 생산기지","배터리, 모터, 전자부품, 하네스, 복합재, 포장재",Manufacturing Center,,,,,,B,standby_reserve,0.62,0.76,1160,39,48,4.7,90,0.9,grid_zone_a1097f3c,0.456,0.717,5.7,0.802,0.0,0.0,0.494,0.62,0.556,regional_industrial_proxy,0.494,public employee/workforce count | public land/building/manufacturing area | equipment inventory | spare line capacity | shift availability | component QA certification | material inventory | live line availability | current assembly workforce | factory-level ERP/MES output,attached_domestic_drone_production_base_addresses_20260704,-15
fac_priority_fcbe04f951,피앤유드론 / PNU Drone,경상남도,양산시,경상남도 양산시 물금읍 메기로 319,drone_assembly,Drone / Final Assembly,True,False,True,reserve_standby,reserve_final_assembly_conversion_candidate,2.0,drone_final_assembly_reserve,양산 제2공장 / 비행시험센터,제2공장 / 연구전담부서 / 비행시험센터,priority_drone_assembly_pnu_drone_yangsan_factory2,31322,무인기 및 항공우주 부품 조립 후보,"양산 제2공장 / 비행시험센터 드론 완성품 조립, 무인기 통합, UAV 생산기지","배터리, 모터, 전자부품, 하네스, 복합재, 포장재",제2공장 / 연구전담부서 / 비행시험센터,,,,,,B,standby_reserve,0.62,0.74,920,31,38,4.8,60,0.897,grid_zone_a1097f3c,0.453,0.719,14.3,0.79,0.0,0.0,0.486,0.62,0.556,regional_industrial_proxy,0.486,public employee/workforce count | public land/building/manufacturing area | equipment inventory | spare line capacity | shift availability | component QA certification | material inventory | live line availability | current assembly workforce | factory-level ERP/MES output,attached_domestic_drone_production_base_addresses_20260704,-16
fac_priority_c8a807e8e7,니나노컴퍼니 / NINANO COMPANY,경상북도,구미시,"경상북도 구미시 구미대로 350-27, 모바일융합기술센터 408호",drone_assembly,Drone / Final Assembly,True,False,True,reserve_standby,reserve_final_assembly_conversion_candidate,1.65,drone_final_assembly_reserve,구미 지사,지사 / 생산기지 가정,priority_drone_assembly_ninano_gumi,31322,무인기 및 항공우주 부품 조립 후보,"구미 지사 드론 완성품 조립, 무인기 통합, UAV 생산기지","배터리, 모터, 전자부품, 하네스, 복합재, 포장재",지사 / 생산기지 가정,,,,,,C,standby_reserve,0.62,0.6,650,22,27,5.1,80,0.874,grid_zone_e6011691,0.469,0.709,7.5,0.709,0.0,0.0,0.468,0.62,0.556,regional_industrial_proxy,0.468,public employee/workforce count | public land/building/manufacturing area | equipment inventory | spare line capacity | shift availability | component QA certification | material inventory | live line availability | current assembly workforce | factory-level ERP/MES output,attached_domestic_drone_production_base_addresses_20260704,-20
fac_priority_6b3e5b31bb,니나노컴퍼니 / NINANO COMPANY,경상북도,김천시,경상북도 김천시 혁신로 315-11,drone_assembly,Drone / Final Assembly,True,False,True,reserve_standby,reserve_final_assembly_conversion_candidate,1.75,drone_final_assembly_reserve,김천 본사,본사 / 생산기지 가정,priority_drone_assembly_ninano_gimcheon,31322,무인기 및 항공우주 부품 조립 후보,"김천 본사 드론 완성품 조립, 무인기 통합, UAV 생산기지","배터리, 모터, 전자부품, 하네스, 복합재, 포장재",본사 / 생산기지 가정,,,,,,C,standby_reserve,0.62,0.64,760,25,31,5.0,80,0.883,grid_zone_e6011691,0.472,0.707,4.5,0.732,0.0,0.0,0.48,0.62,0.556,regional_industrial_proxy,0.48,public employee/workforce count | public land/building/manufacturing area | equipment inventory | spare line capacity | shift availability | component QA certification | material inventory | live line availability | current assembly workforce | factory-level ERP/MES output,attached_domestic_drone_production_base_addresses_20260704,-19
fac_priority_d8652de781,본AI,경상북도,상주시,경상북도 상주시 아리랑고개3길 85-26,drone_assembly,Drone / Final Assembly,True,True,False,core_operating,peacetime_final_assembly_factory,2.35,drone_final_assembly_primary,상주 생산공장,공장 / 제조업 사업장,priority_drone_assembly_bonai_sangju,31322,무인기 및 항공우주 부품 조립 후보,"상주 생산공장 드론 완성품 조립, 무인기 통합, UAV 생산기지","배터리, 모터, 전자부품, 하네스, 복합재, 포장재",공장 / 제조업 사업장,,,,,,A,primary,0.78,0.86,1450,48,61,4.5,120,0.919,grid_zone_e6011691,0.487,0.698,4.3,0.825,0.0,0.0,0.529,0.72,0.556,regional_industrial_proxy,0.529,public employee/workforce count | public land/building/manufacturing area | equipment inventory | spare line capacity | shift availability | component QA certification | material inventory | live line availability | current assembly workforce | factory-level ERP/MES output,attached_domestic_drone_production_base_addresses_20260704,-1
